,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
336,The 1912 Summer Olympics were held in what city?,Stockholm,London}.,
337,"W. Somerset Maugham's 1919 novel ""The Moon and Sixpence"" is based on the life of what artist?",Paul Gauguin,John Singer Sargent}.,
338,In which city is the Encyclopedia Britannica published?,Chicago,London}.,
339,Who discovered the law of electrolysis?,Michael Faraday,Joule}.,
340,"Which French author's novel ""Germinal"" depicts life in a mining community?",Emile Zola,Émile Zola}.,
341,What was the most played song on the radio in the United States during the 20th century?,You've Lost That Lovin' Feelin',Jingle Bells}.,
342,What is Australia's highest mountain?,Mount Kosciuszko,Mount Kosciuszko}.,
343,Tony Drago is a snooker professional from which country?,Malta,Australia}.,
344,Who was the first person to admit to practicing witchcraft in Salem?,Tituba,William Stoughton}.,
345,"What is the last name of the artist who painted ""The Persistence of Memory""?",Dali,Dalí}.,
346,"What is the last name of the author of ""The Agony and the Ecstasy""?",Stone,Rabindranath},
347,What word means to deposit (something valuable) as a security for money borrowed?,Pawn,Deposit}.,
348,Jockey Lester Piggott served 3 years in prison for what crime?,Tax evasion,Murder}.,
349,What is the capital of Guinea-Bissau?,Bissau,Bissau}.,
350,"Who patented a burglar proof lock described as ""magic and infallible""?",Linus Yale,Eli Whitney}.,
351,What was the first graphical browser for the World Wide Web?,Mosaic,Mosaic}.,
352,What is Spike Milligan's real first name?,Terence,John}.,
353,"Who was the famous actor who played the Swedish Chef's uncle in an episode of ""The Muppet Show""?",Danny Kaye,Ralph Kramden}.,
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,John Henry Cardinal Newman}.,
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,La Bohème}.,
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,John M. O'Connor}.,
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,Queen Alexandra's Birdwing},
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,Saladin}.,
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,Lil' Kim}.,
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,"""The Breaks"" by Kurtis Blow}.",
361,Which British city was named Deva by the Romans?,Chester,Londinium}.,
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,Alexis de Tocqueville}.,
363,The ice-cream cone originates from what American state?),Missouri,New York}.,
364,What does a brandophile collect?,Cigar bands,Coins}.,
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,Barry Bonds}.,
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,Albert Einstein}.,
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,Earth}.,
368,What is the name given to the short tail of a rabbit?,Scut,Hood}.,
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,Vespucci}.,
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,Shelley}.,
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,Lasso}.,
372,What school did Billy Bunter attend?,Greyfriars,St. John's School}.,
373,Who is the patron saint of Armenia?,St. Gregory,Gregory the Illuminator}.,
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,Spinach and Cheese Curry}.,
375,Who was Australia's first prime minister?,Edmund Barton,John Monash}.,
376,What is caterpillar waste called?,Frass,Dung}.,
377,What is the basic unit of currency for Myanmar?,Kyat,Kyat}.,
378,What Latin American author wrote in green ink?,Pablo Neruda,Gabriel García Márquez}.,
379,Who is the Hindu god associated with rain?,Indra,Bhagwan Ganesha}.,
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,The Bean Eaters}.,
381,Who invented the aerosol spray can?,Erik Rotheim,Herman Franke}.,
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,John Milton}.,
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,Papierécriture}.,
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,John Denver}.,
385,Which German duo have sold over 85 million records?,Modern Talking,Bachmann-Riemann}.,
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,The Daily Mail}.,
387,What is the tallest mountain in Iran?,Mount Damavand,Kuh-e Kuh},
388,What was the name of William Wordsworth's sister?,Dorothy,Dora}.,
389,Which team won the first World Series in 1903?,Boston Americans,Boston Red Sox}.,
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,The Voice UK}.,
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,Bianca}.,
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,Halesworth}.,
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,Kahlúa}.,
394,Alan McGee signed Oasis to which label in 1993?,Creation,EMI}.,
395,What is the last name of the twenty-first U.S. President?,Arthur,Johnson}.,
396,What is the last name of the man who supposedly killed Jesse James?,Ford,Robert Ford}.,
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,Gibson}.,
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,USS Thresher}.,
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,Wings}.,
400,What is the name of a number two wood in golf?,Brassie,2h}.,
401,What is the first-person plural pronoun in Hindi?,Hum,Aap},
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,Sir John Monash}.,
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,Ernest Hemingway}.,
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,"New York Times, 1851}.",
405,What is the capital of Burundi?,Bujumbura,Gitega}.,
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,Norway}.,
407,A sufferer from Boanthropy believes he is what?,An ox,A person with a delusional belief that they are something else}.,
408,Which animal has the widest hearing range?,Dolphin,Echolocation},
409,What is the name of a dried legume?,Pulse,Lentil}.,
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,Bert}.,
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,Mike Martin}.,
412,Which mountain range runs along the south shore of the Caspian Sea?,Elburz,Karakum}.,
413,What is the meaning of the name Himalaya in Sanskrit?,Abode of snow,Mountain Range},
414,What was the first Arcade game ever released?,Computer Space,Pong}.,
415,Which branch of physics is particularly useful in designing bridges?,Statics,Structural Engineering}.,
416,Who invented the Christmas Cracker?,Tom Smith,John Roulstone}.,
417,What was raced in the first competitive event at the Indianapolis Motor Speedway?,Balloons,Car racing}.,
418,What do you call the accumulation of earth and stones carried and finally deposited by a glacier?,Moraine,Glacial deposit}.,
419,What is the name of the baseball player with the highest lifetime batting average in the major leagues?,Cobb,Ted Williams}.,
420,"What is the last name of the man who wrote the poem ""It Couldn't Be Done""?",Guest,Hartley},
