,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
333,What is the world governing body of tennis?,International Tennis Federation,International Tennis Federation}.,
334,"Who was the lead vocalist for 'The Dakotas' during the 1960s?""",Billy J. Kramer,Tom Toles}.,
335,Where were the 1952 Olympics held?,Helsinki,"London, England}.",
336,The 1912 Summer Olympics were held in what city?,Stockholm,Stockholm}.,
337,"W. Somerset Maugham's 1919 novel ""The Moon and Sixpence"" is based on the life of what artist?",Paul Gauguin,Oscar Wilde}.,
338,In which city is the Encyclopedia Britannica published?,Chicago,Edinburgh}.,
339,Who discovered the law of electrolysis?,Michael Faraday,Michael Faraday}.,
340,"Which French author's novel ""Germinal"" depicts life in a mining community?",Emile Zola,Pierre Bourdelle}.,
341,What was the most played song on the radio in the United States during the 20th century?,You've Lost That Lovin' Feelin',"""I Want to Hold Your Hand""} by Rodgers & Hammerstein.",
342,What is Australia's highest mountain?,Mount Kosciuszko,"Kosciuszko}, {3,040 meters}.",
343,Tony Drago is a snooker professional from which country?,Malta,England}.,
344,Who was the first person to admit to practicing witchcraft in Salem?,Tituba,Rebecca Nurse}.,
345,"What is the last name of the artist who painted ""The Persistence of Memory""?",Dali,Calderón de la Barca},
346,"What is the last name of the author of ""The Agony and the Ecstasy""?",Stone,Rit].,
347,What word means to deposit (something valuable) as a security for money borrowed?,Pawn,Lender's draft}.,
348,Jockey Lester Piggott served 3 years in prison for what crime?,Tax evasion,Stealing horses}.,
349,What is the capital of Guinea-Bissau?,Bissau,Bissau}.,
350,"Who patented a burglar proof lock described as ""magic and infallible""?",Linus Yale,Henry Perry}.,
351,What was the first graphical browser for the World Wide Web?,Mosaic,Netscape Navigator}.,
352,What is Spike Milligan's real first name?,Terence,Harry},
353,"Who was the famous actor who played the Swedish Chef's uncle in an episode of ""The Muppet Show""?",Danny Kaye,Richard Kindersley}.,
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,Ian Douglas Bruce}.,
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,Madama Butterfly}.,
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,Jesse A. Brown}.,
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,Queen Alexandra's Birdwing}.,
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,First Crusade},
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,Dr. Dre's 40-hour weekend}.,
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,"""Rapper's Delight"" by The Sugarhill Gang in 1979}.",
361,Which British city was named Deva by the Romans?,Chester,St. Davids}.,
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,Ivan Turgenev}.,
363,The ice-cream cone originates from what American state?),Missouri,California}.,
364,What does a brandophile collect?,Cigar bands,Artifacts related to brands or branding},
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,"Barry Bonds holds the record with 762 hits, though this record was controversially called into question due to the use of performance-enhancing drugs.}",
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,Ernest O. Lawrence}.,
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,Flora}.,
368,What is the name given to the short tail of a rabbit?,Scut,Binkie}.,
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,Jenner}.,
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,Sylvia Plath}.,
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,lariat},
372,What school did Billy Bunter attend?,Greyfriars,Bedford School}.,
373,Who is the patron saint of Armenia?,St. Gregory,St. Mesrop I'saka}.,
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,Spinach Cheese Curry}.,
375,Who was Australia's first prime minister?,Edmund Barton,Joseph Cook}.,
376,What is caterpillar waste called?,Frass,Feces}.,
377,What is the basic unit of currency for Myanmar?,Kyat,Kyat}.,
378,What Latin American author wrote in green ink?,Pablo Neruda,Gabriel García Márquez},
379,Who is the Hindu god associated with rain?,Indra,Surya}.,
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,A Given Earth}.,
381,Who invented the aerosol spray can?,Erik Rotheim,Henry Taube}.,
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,Hobbes},
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,Collagraph Cubism}.,
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,The Osmonds},
385,Which German duo have sold over 85 million records?,Modern Talking,The Beatles}.,
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,The Sun},
387,What is the tallest mountain in Iran?,Mount Damavand,Homa Peak}.,
388,What was the name of William Wordsworth's sister?,Dorothy,Lucy Wordsworth}.,
389,Which team won the first World Series in 1903?,Boston Americans,St. Louis Cardinals},
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,The Voice}.,
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,Rosaline}.,
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,Suffolk}.,
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,Pequod}.,
394,Alan McGee signed Oasis to which label in 1993?,Creation,Cannon}.,
395,What is the last name of the twenty-first U.S. President?,Arthur,Trump}.,
396,What is the last name of the man who supposedly killed Jesse James?,Ford,Benton},
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,Hemingway},
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,SS (United States) 302}.,
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,The Birth of a Nation}.,
400,What is the name of a number two wood in golf?,Brassie,Fairway},
401,What is the first-person plural pronoun in Hindi?,Hum,मुम्मा,
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,Prime Minister Kevin Rudd}.,
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,"J.D. Salinger, with two wins for ""The Catcher in the Rye"" and ""The Catcher in the Rye (Second Edition)"" in 1951 and 1952, respectively.}",
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,"The ""Daily Mail"" in 1841}.",
405,What is the capital of Burundi?,Bujumbura,Kigali}.,
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,Sweden}.,
407,A sufferer from Boanthropy believes he is what?,An ox,Mad},
408,Which animal has the widest hearing range?,Dolphin,barn owl},
409,What is the name of a dried legume?,Pulse,Cereals}.,
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,Groot}.,
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,Justin Filson},
412,Which mountain range runs along the south shore of the Caspian Sea?,Elburz,Muzaffargarh Range}.,
413,What is the meaning of the name Himalaya in Sanskrit?,Abode of snow,Mountains of Snow}.,
414,What was the first Arcade game ever released?,Computer Space,Tennis & {Space Invaders}.,
415,Which branch of physics is particularly useful in designing bridges?,Statics,Structural physics},
416,Who invented the Christmas Cracker?,Tom Smith,Henry Wellcome}.,
417,What was raced in the first competitive event at the Indianapolis Motor Speedway?,Balloons,Roll-Royce Phantom}.,
418,What do you call the accumulation of earth and stones carried and finally deposited by a glacier?,Moraine,Glacial Landforms}.,
419,What is the name of the baseball player with the highest lifetime batting average in the major leagues?,Cobb,Ty Cobb},
420,"What is the last name of the man who wrote the poem ""It Couldn't Be Done""?",Guest,H.D.},
