,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,Grand Theft Auto},
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,1989},
361,Which British city was named Deva by the Romans?,Chester,Chester},
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,Ivan Goncharov},
363,The ice-cream cone originates from what American state?),Missouri,New York},
364,What does a brandophile collect?,Cigar bands,Brands},
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,Pete Rose},
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,Chadwick},
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,B612},
368,What is the name given to the short tail of a rabbit?,Scut,nose},
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,Edward Jenner},
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,Longfellow},
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,lasso},
372,What school did Billy Bunter attend?,Greyfriars,Greyfriars School},
373,Who is the patron saint of Armenia?,St. Gregory,Gregory the Illuminator},
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,Palak Paneer},
375,Who was Australia's first prime minister?,Edmund Barton,Edmund Barton},
376,What is caterpillar waste called?,Frass,frass},
377,What is the basic unit of currency for Myanmar?,Kyat,kyat},
378,What Latin American author wrote in green ink?,Pablo Neruda,Gabriel Garcia Marquez},
379,Who is the Hindu god associated with rain?,Indra,Indra},
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,Annie Allen},
381,Who invented the aerosol spray can?,Erik Rotheim,Nathan Stubblefield},
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,John Dryden},
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,collage},
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,The Misfits},
385,Which German duo have sold over 85 million records?,Modern Talking,Schiller},
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,The Daily Express},
387,What is the tallest mountain in Iran?,Mount Damavand,Damavand},
388,What was the name of William Wordsworth's sister?,Dorothy,Dorothy},
389,Which team won the first World Series in 1903?,Boston Americans,Boston Americans},
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,Opportunity Knocks},
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,Rosaline},
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,Aldeburgh},
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,cointreau},
394,Alan McGee signed Oasis to which label in 1993?,Creation,Creation Records},
395,What is the last name of the twenty-first U.S. President?,Arthur,Arthur},
396,What is the last name of the man who supposedly killed Jesse James?,Ford,Robert Ford},
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,Sinclair},
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,Thresher},
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,Grand Hotel},
400,What is the name of a number two wood in golf?,Brassie,birch},
401,What is the first-person plural pronoun in Hindi?,Hum,Hum},
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,Donald Horne},
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,Walter Lippmann},
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,The New York Sun},
405,What is the capital of Burundi?,Bujumbura,Bujumbura},
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,Soviet Union},
407,A sufferer from Boanthropy believes he is what?,An ox,an ox},
408,Which animal has the widest hearing range?,Dolphin,bat},
409,What is the name of a dried legume?,Pulse,pea},
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,"Grotbag's pet in Emu's World was called {Grotbag}}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}",
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,Michael Martin},
412,Which mountain range runs along the south shore of the Caspian Sea?,Elburz,Elburz},
413,What is the meaning of the name Himalaya in Sanskrit?,Abode of snow,snowy},
414,What was the first Arcade game ever released?,Computer Space,Pong},
415,Which branch of physics is particularly useful in designing bridges?,Statics,Mechanics},
416,Who invented the Christmas Cracker?,Tom Smith,Tom Smith},
417,What was raced in the first competitive event at the Indianapolis Motor Speedway?,Balloons,cars},
418,What do you call the accumulation of earth and stones carried and finally deposited by a glacier?,Moraine,moraine},
419,What is the name of the baseball player with the highest lifetime batting average in the major leagues?,Cobb,Ty Cobb},
420,"What is the last name of the man who wrote the poem ""It Couldn't Be Done""?",Guest,Edward E. Guest},
