,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
351,What was the first graphical browser for the World Wide Web?,Mosaic,WorldWideWeb},
352,What is Spike Milligan's real first name?,Terence,William},
353,"Who was the famous actor who played the Swedish Chef's uncle in an episode of ""The Muppet Show""?",Danny Kaye,John Cleese},
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,Robert Runcie},
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,Turandot},
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,Carl Stokes},
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,Queen Alexandra's Birdwing},
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,"The Crusaders}. 
",
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,Grand Theft Auto},
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,Rapper's Delight},
361,Which British city was named Deva by the Romans?,Chester,Chester},
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,Ivan Turgenev},
363,The ice-cream cone originates from what American state?),Missouri,New York},
364,What does a brandophile collect?,Cigar bands,"Brands}. 
",
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,Pete Rose},
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,Neils Bohr},
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,The Little Prince's planet},
368,What is the name given to the short tail of a rabbit?,Scut,Bobtail},
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,Edward Jenner},
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,Plath},
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,Garrote},
372,What school did Billy Bunter attend?,Greyfriars,St. Trinians' School},
373,Who is the patron saint of Armenia?,St. Gregory,Saint Gregory the Illuminator},
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,Spinach and Cheese Curry},
375,Who was Australia's first prime minister?,Edmund Barton,Edmund Barton},
376,What is caterpillar waste called?,Frass,Spodoptera},
377,What is the basic unit of currency for Myanmar?,Kyat,Kyat},
378,What Latin American author wrote in green ink?,Pablo Neruda,Gabriel García Márquez},
379,Who is the Hindu god associated with rain?,Indra, Indra },
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,Annie Allen},
381,Who invented the aerosol spray can?,Erik Rotheim,"John Pemberton}. 
",
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,John Donne},
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,Newspaper Cubism},
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  The  ,
385,Which German duo have sold over 85 million records?,Modern Talking,Rammstein},
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,The Daily Mirror},
387,What is the tallest mountain in Iran?,Mount Damavand,Mount Damavand},
388,What was the name of William Wordsworth's sister?,Dorothy,Dorothy Wordsworth},
389,Which team won the first World Series in 1903?,Boston Americans,Boston Americans},
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,The Eurovision Song Contest},
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,Rosaline},
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,Lowestoft},
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,White rum},
394,Alan McGee signed Oasis to which label in 1993?,Creation,Creation Records},
395,What is the last name of the twenty-first U.S. President?,Arthur,Biden},
396,What is the last name of the man who supposedly killed Jesse James?,Ford,Robert Ford},
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,Steinbeck},
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,"Thresher}. 
",
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,Wings},
400,What is the name of a number two wood in golf?,Brassie,Two wood},
401,What is the first-person plural pronoun in Hindi?,Hum,हम},
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,Sir John Monash},
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,William Faulkner},
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,The New York Daily Tribune},
405,What is the capital of Burundi?,Bujumbura,Gitega},
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,West Germany},
407,A sufferer from Boanthropy believes he is what?,An ox,A human in the body of an animal},
408,Which animal has the widest hearing range?,Dolphin,Elephant},
409,What is the name of a dried legume?,Pulse,Bean},
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,"Grotbags' pet is a {snail}}. 
",
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,Lindsay Hoyle},
412,Which mountain range runs along the south shore of the Caspian Sea?,Elburz,Zagros Mountains},
413,What is the meaning of the name Himalaya in Sanskrit?,Abode of snow,Mountain of snow},
414,What was the first Arcade game ever released?,Computer Space,Dig Dug},
415,Which branch of physics is particularly useful in designing bridges?,Statics,Structural physics},
416,Who invented the Christmas Cracker?,Tom Smith,John Wilkinson},
417,What was raced in the first competitive event at the Indianapolis Motor Speedway?,Balloons,"A 50-lap race}. 
",
418,What do you call the accumulation of earth and stones carried and finally deposited by a glacier?,Moraine,Moraines},
419,What is the name of the baseball player with the highest lifetime batting average in the major leagues?,Cobb,Ty Cobb},
420,"What is the last name of the man who wrote the poem ""It Couldn't Be Done""?",Guest,Kipling},
