,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
104,What seasonal South Asian wind is characterized by heavy rains?,Monsoon,"Monsoon}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
105,What is the name of the legendary race of female warriors?,Amazons,"Amazonians}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part",
106,What is the wand called which is held in the hand as a symbol of regal or imperial power?,Scepter,"Scepter}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest moon of Jupiter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ganymede}.

What is the name of the largest moon of Saturn?
Answer in as few words as possible,",
107,What was the name of the medieval code of honor practiced by knights that among other things elevated the position of women?,Chivalry,"Chivalry}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
108,"Who said the phrase, ""To be or not to be""?",Hamlet,"Hamlet}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the square root of 144?
Answer in as few words as possible, wrapping the key part in {} brackets: {12}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
109,What is a group of lines in a poem called?,Stanza,"Stanza}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
110,Over which river is the George Washington Bridge?,Hudson,"Hudson River}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
111,"What is the last name of the actor who received the Best Actor award for the movie ""On The Waterfront""?",Brando,"Marlon Brando}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
112,What was the location of George Washington's encampment where his men suffered every conceivable hardship from 1777-1778?,Valley Forge,"Valley Forge}.

What is the name of the first president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first president of the United States?
Answer in as few words",
113,What was the last name of the nearly blind impressionist artist who painted a series of mural-sized pictures of water lilies near the end of his life?,Monet,"Monet}.

What is the name of the largest moon of the planet Saturn?
Answer in as few words as possible, wrapping the key part in {} brackets: {Titan}.

What is the name of the largest desert in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sahara}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping",
114,What dwarf kills himself when a young bride guesses his highly unusual name?,Rumpelstiltskin,"Dwalin}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of",
115,What word means to bleed heavily or uncontrollably?,Hemorrhage,"Hemorrhage}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
116,What is the name of the strait between Alaska and Siberia?,Bering,"Bering Strait}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in",
117,What is the last name of the current mayor of New York City?,De Blasio,"DeBlasio}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets:",
118,What beetle was held sacred by ancient Egyptians?,Scarab,"scarab beetle}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
119,What river in Hades does Charon ferry dead souls across?,Styx,"Styx}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
120,Who shot an apple off of his son's head in the 14th century?,William Tell,"Henry II}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
121,What is the last name of the author of Little Women?,Alcott,"Alcott}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the square root of 144?
Answer in as few words as possible, wrapping the key part in {} brackets: {1",
122,What is last name of the woman who wrote Gone With the Wind?,Mitchell,"Mitchell}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The",
123,What is the last name of the author of 'The Hobbit'?,Tolkien,"Tolkien}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the square root of 144?
Answer in as few words as possible, wrapping the key part in {} brackets: {1",
124,What did the Wright Brothers do before inventing an aircraft?,Built bicycles,"Invented a printing press}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in ",
125,"What is the last name of the actress who played Gloria on TV's ""All in the Family""?",Struthers,"Moore}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The",
126,"What is the last name of the actor who starred in both the Broadway production and the film, ""A Streetcar Named Desire""?",Brando,"Bette Davis}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
127,"What is the last name of the Romanian gymnast who scored 7 perfect ""10's"" and won 3 gold medals in the 1976 Olympics?",Comaneci,"Nadia Comăneci}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in",
128,"What do you call a habitual spasmodic motion or twitching of particular muscles, especially in the face?",Tic,"Tics}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
129,What is the river that flows north from Switzerland to Holland and forms the border between Germany and France?,Rhine,"Rhine}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Canberra}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
130,What was the harp-like instrument used in ancient Greece to accompany singing and recitation?,Lyre,"Lyre}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
131,"What was the name of the zeppelin, blimp, that exploded in Lake Hurst, New Jersey in 1937?",Hindenburg,"Hindenburg}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to win a Nobel Prize?
Answer in as few words as possible, wrapping the key part in {} brackets: {Marie Curie}.

What is the name of the first man to climb Mount Everest?
Answer in",
132,What is a male witch called?,Warlock,"Warlock}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the",
133,What is the first name of the school teacher who was chased by the headless horseman in 'The Legend of Sleepy Hollow'?,Ichabod,"Ichabod}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the name of the main character in the novel 'To Kill a Mockingbird'?
Answer in as few words as possible",
134,What is the last name of the author of 'Uncle Tom's Cabin'?,Stowe,"Harriet Beecher Stowe}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {}",
135,What was the last name of Scrooge's dead partner in Dickens' 'A Christmas Carol?',Marley,"Fezziwig}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {}",
136,What is the term for when three musical notes are played together?,Chord,"Chord}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the term for when a person is very happy?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
137,What do you call the three periods(...) used to indicate an omission or a pause?,Ellipsis,"Ellipsis}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
138,What word would means having a healthy reddish color?,Ruddy,"rosy}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
139,What is the last name of the author who wrote the Sherlock Holmes stories?,Doyle,"Arthur Conan Doyle}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
140,What game was Deep Blue skilled at?,Chess,"Chess}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What",
141,"Who was Time Magazine's 1938 ""Man of the Year""?",Adolph Hitler,"Franklin D. Roosevelt}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {}",
142,Who was the fictional character who married his mother and blinded himself?,Oedipus,"Oedipus}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
143,What was the name of the German Secret State Police?,Gestapo,"Gestapo}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets:",
144,What peace treaty ended World War I?,Versailles,"Treaty of Versailles}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {}",
145,"Which bone does the colloquial term ""jawbone"" refer to?",Mandible,"mandible}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the",
146,Which Aerosmith song was re-made by Run D.M.C.?,Walk this Way,"Walk This Way}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
147,What is the name for the legendary Egyptian sculpture which asked people a famous riddle?,Sphinx,"The Sphinx}.

What is the name of the famous painting by Leonardo da Vinci?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mona Lisa}.

What is the name of the famous painting by Vincent van Gogh?
Answer in as few words as possible, wrapping the key part in {} brackets: {Starry Night}.

What is the name of the famous painting by Pablo Picasso?
Answer in as few",
148,What is the capital of Finland?,Helsinki,"Helsinki}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping",
149,What is the capital of Canada?,Ottawa,"Ottawa}.

What is the square root of 144?
Answer in as few words as possible, wrapping the key part in {} brackets: {12}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
150,What is the last name of the inventor of the wireless radio?,Marconi,"Marconi}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
151,What is the largest city and capital of Kenya?,Nairobi,"Nairobi}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the",
152,Who was the most famous Greek doctor?,Hippocrates,"Hippocrates}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",
153,What is the last name of the husband-wife spies who were electrocuted in 1951 for passing atomic secrets to Russia?,Rosenberg,"Rosenbergs}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to win a Nobel Prize?
Answer in as few words as possible, wrapping the key part in {} brackets: {Marie Curie}.

What is the name of the first man to climb Mount Everest?
Answer in as",
154,What is the gas that forms dry ice when frozen?,Carbon dioxide,"Carbon dioxide}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {}",
155,What was the last name of the explorer who tramped through what is now Florida looking for the fountain of youth?,Ponce De Leon,"De Soto}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
156,What is the last name of the author of 'Call of the Wild'?,London,"Jack London}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the square root of 144?
Answer in as few words as possible, wrapping the key part in {} brackets: {1",
157,What kind of poison did Socrates take as his execution?,Hemlock,"Hemlock}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
158,What is the last name of the woman who founded the American Red Cross?,Barton,"Clara Barton}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
159,Who was the person who visited the Lilliputians?,Gulliver,"Lemuel Gulliver}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {}",
160,Who was Robin Hood's greatest enemy?,Sheriff of Nottingham,"Prince John}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
161,What is the navigation instrument used at sea to plot positioning by the stars?,Sextant,"Astrolabe}.

What is the name of the largest moon of Jupiter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ganymede}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest moon of Saturn?
Answer in as few words as possible",
162,"What do you call a word or sentence that reads the same backward or forward, such as ""Madam, I'm Adam""?",Palindrome,"Palindrome}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the square root of 144?
Answer in as few words as possible, wrapping the key part in {} brackets: {12}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
163,Which body of water separates Central and South America?,Panama Canal,"Panama Canal}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the capital of Italy?
Answer in as few words as possible, wrapping the key part in {} brackets: ",
164,What word means to cut or chop (food) into very small pieces?,Mince,"Chop}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The",
165,What was the capital of Czechoslovakia?,Prague,"Prague}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the",
166,What is the mixture of two or more metallic elements?,Alloy,"Alloy}.

What is the process of separating a mixture of two or more substances?
Answer in as few words as possible, wrapping the key part in {} brackets: {Separation}.

What is the process of changing a solid directly into a gas?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sublimation}.

What is the process of changing a liquid directly into a solid?
Answer in as few",
167,What do you call the leather band formerly used for sharpening an old-fashioned razor?,Strop,"Strop}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
168,What is the colloquial term for patella?,Kneecap,"Knee cap}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the colloquial term for tibia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Shin bone}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in ",
169,What is the name of the hardwood of an (Asian) Indian timber tree often used for furniture?,Teak,"Mahogany}.

What is the name of the (American) state that borders Canada?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alaska}.

What is the name of the (American) state that borders Canada?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alaska}.

What is the name of the (American) state that borders Canada?
Answer",
170,Who was Elton John's chief lyricist?,Bernie Taupin,"Bernie Taupin}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
171,"Which serial killer called himself ""Son of Sam""?",David Berkowitz,"David Berkowitz}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets:",
172,"Who is known as ""The Father of Geometry""?",Euclid,"Euclid}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the boiling point of water in Celsius?
Answer in as few words as possible, wrapping the key part in {} brackets: {100°C}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets",
173,What was the name of the Union ironclad ship that fought the Confederate ironclad Merrimack?,Monitor,"Monitor}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The",
174,In 'Romeo and Juliet' who were the Montagues feuding with?,Capulets,"Capulets}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets:",
175,"What is the last name of the actor who starred in ""Hart to Hart"" and ""Switch"" on TV and also in many movies?",Wagner,"Anderson}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to win the Nobel Prize in Physics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Marie Curie}.

What is the name of the first woman to win the Nobel Prize in Chemistry?
Answer",
176,What do you call a person who collects and studies stamps?,Philatelist,"Philatelist}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag",
177,What is the name of the river that runs through Rome?,Tiber,"Tiber}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part",
178,What is the name of the mountain range that separates Asia from Europe?,Ural,"Ural Mountains}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in",
179,What was the 2001 event that led to the bankruptcy of a U.S. energy company and resulted in the dissolution of Arthur Anderson?,The Enron Scandal,"Enron Scandal}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
180,"Whose autobiography is titled ""Lady Sings the Blues""?",Billie Holiday,"Billie Holiday}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets",
181,What is the name of the Viking who discovered Greenland?,Erik the Red,"Erik the Red}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key",
182,What was Bob Dylan's birth name?,Robert Zimmerman,"Robert Allen Zimmerman}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the atomic number of carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {6}.

What is the square root of 144?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
