,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
94,What was the name of the infamous American traitor in the Revolutionary War?,Arnold,"Benedict Arnold}.

What is the name of the largest planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific",
95,What is a group of geese called?,Gaggle,"A gaggle}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
96,What is a young female horse called?,Filly,"filly}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets",
97,What is the name of the disease of the liver caused by abnormally high levels of bile in the blood that gives the skin a yellow color?,Jaundice,"Cholestasis}.

What is the name of the disease of the liver caused by abnormally high levels of bile in the blood that gives the skin a yellow color?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cholestasis}.

What is the name of the disease of the liver caused by abnormally high levels of bile in the blood that gives the skin a yellow color?
Answer in as few words as possible, wrapping the key part in",
98,What is the last name of the man who began the Reformation in Germany?,Luther,"Luther}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part",
99,What is the name of the islands off the coast of Ecuador that Darwin visited to study unique species of birds and animals?,Galapagos,"Galápagos}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key",
100,"What is the word that means to cause to explode or to set off, for example: a bomb?",Detonate,"detonate}.

What is the word that means to be in a state of great happiness or joy?
Answer in as few words as possible, wrapping the key part in {} brackets: {ecstatic}.

What is the word that means to be in a state of great happiness or joy?
Answer in as few words as possible, wrapping the key part in {} brackets: {ecstatic}.

What is the word that means to be in a state of great happiness or joy?",
101,What is the orbiting particle of an atom?,Electron,"Electrons}.

What is the name of the man who created the periodic table?
Answer in as few words as possible, wrapping the key part in {} brackets: {Dmitri Mendeleev}.

What is the name of the man who created the periodic table?
Answer in as few words as possible, wrapping the key part in {} brackets: {Dmitri Mendeleev}.

What is the name of the man who created the periodic table?
Answer in as few words as",
102,What was the last name of the female mouseketeer who later appeared in commercials for peanut butter?,Funicello,"Annette}.

What is the name of the first U.S. president to be born in the 20th century?
Answer in as few words as possible, wrapping the key part in {} brackets: {Truman}.

What is the name of the first U.S. president to be born in the 20th century?
Answer in as few words as possible, wrapping the key part in {} brackets: {Truman}.

What is the name of the first",
103,What is the famous prehistoric structure situated on Salisbury Plain England?,Stonehenge,"Stonehenge}.

What is the name of the man who is the main character in the novel ""The Great Gatsby""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jay Gatsby}.

What is the name of the man who is the main character in the novel ""The Great Gatsby""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jay Gatsby}.

What is the name of the man who is the main character",
104,What seasonal South Asian wind is characterized by heavy rains?,Monsoon,"Monsoon}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
105,What is the name of the legendary race of female warriors?,Amazons,"Amazons}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
106,What is the wand called which is held in the hand as a symbol of regal or imperial power?,Scepter,"Scepter}.

What is the name of the first of the three most important Hindu texts?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Vedas}.

What is the name of the first of the three most important Hindu texts?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Vedas}.

What is the name of the first of the three most important Hindu texts?
Answer in as few words as",
107,What was the name of the medieval code of honor practiced by knights that among other things elevated the position of women?,Chivalry,"chivalry}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping",
108,"Who said the phrase, ""To be or not to be""?",Hamlet,"William Shakespeare}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Russia}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Russia}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
109,What is a group of lines in a poem called?,Stanza,"Stanza}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
110,Over which river is the George Washington Bridge?,Hudson,"Hudson}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer",
111,"What is the last name of the actor who received the Best Actor award for the movie ""On The Waterfront""?",Brando,"Marlon Brando}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon",
112,What was the location of George Washington's encampment where his men suffered every conceivable hardship from 1777-1778?,Valley Forge,"Valley Forge}.

What is the name of the U.S. state that is the largest producer of cotton?
Answer in as few words as possible, wrapping the key part in {} brackets: {Texas}.

What is the name of the U.S. state that is the largest producer of cotton?
Answer in as few words as possible, wrapping the key part in {} brackets: {Texas}.

What is the name of the U.S. state that is the largest producer",
113,What was the last name of the nearly blind impressionist artist who painted a series of mural-sized pictures of water lilies near the end of his life?,Monet,"Monet}.

What is the name of the most common type of star?
Answer in as few words as possible, wrapping the key part in {} brackets: {Main sequence}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key",
114,What dwarf kills himself when a young bride guesses his highly unusual name?,Rumpelstiltskin,"Snow White}.

What is the name of the man who is the first to be killed in the first episode of the first season of the TV show ""Game of Thrones""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ned Stark}.

What is the name of the first person to be killed in the first episode of the first season of the TV show ""Game of Thrones""?
Answer in as few words as possible, wrapping the key part in {}",
115,What word means to bleed heavily or uncontrollably?,Hemorrhage,"Hemorrhage}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
116,What is the name of the strait between Alaska and Siberia?,Bering,"Bering}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key",
117,What is the last name of the current mayor of New York City?,De Blasio,"de Blasio}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
118,What beetle was held sacred by ancient Egyptians?,Scarab,"Scarab}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
119,What river in Hades does Charon ferry dead souls across?,Styx,"Styx}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Adam}.

What is the name of the first woman in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Eve}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
120,Who shot an apple off of his son's head in the 14th century?,William Tell,"Archimedes}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
121,What is the last name of the author of Little Women?,Alcott,"Louisa May Alcott}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
122,What is last name of the woman who wrote Gone With the Wind?,Mitchell,"Margaret Mitchell}.

What is the name of the man who wrote the book The Hobbit?
Answer in as few words as possible, wrapping the key part in {} brackets: {J.R.R. Tolkien}.

What is the name of the man who wrote the book The Hobbit?
Answer in as few words as possible, wrapping the key part in {} brackets: {J.R.R. Tolkien}.

What is the name of the man who wrote the book The Hobbit?",
123,What is the last name of the author of 'The Hobbit'?,Tolkien,"Tolkien}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {}",
124,What did the Wright Brothers do before inventing an aircraft?,Built bicycles,"bicycle shop}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
125,"What is the last name of the actress who played Gloria on TV's ""All in the Family""?",Struthers,"Sally Struthers}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key",
126,"What is the last name of the actor who starred in both the Broadway production and the film, ""A Streetcar Named Desire""?",Brando,"Marlon}.

What is the name of the man who was the first to fly across the English Channel in a fixed-wing aircraft?
Answer in as few words as possible, wrapping the key part in {} brackets: {Louis}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil}.

What is the name of the man who was the first to fly across the English",
127,"What is the last name of the Romanian gymnast who scored 7 perfect ""10's"" and won 3 gold medals in the 1976 Olympics?",Comaneci,"Nadia Comaneci}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible",
128,"What do you call a habitual spasmodic motion or twitching of particular muscles, especially in the face?",Tic,"tic}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
129,What is the river that flows north from Switzerland to Holland and forms the border between Germany and France?,Rhine,"Rhine}.

What is the name of the first of the three great rivers of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mississippi}.

What is the name of the first of the three great rivers of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mississippi}.

What is the name of the first of the three great rivers of the United States?
Answer in",
130,What was the harp-like instrument used in ancient Greece to accompany singing and recitation?,Lyre,"Lyre}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Adam}.

What is the name of the first woman in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Eve}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
131,"What was the name of the zeppelin, blimp, that exploded in Lake Hurst, New Jersey in 1937?",Hindenburg,"Hindenburg}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?",
132,What is a male witch called?,Warlock,"Wizard}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Edison}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Edison}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in",
133,What is the first name of the school teacher who was chased by the headless horseman in 'The Legend of Sleepy Hollow'?,Ichabod,"Ichabod}.

What is the name of the man who is the main character in the story 'The Legend of Sleepy Hollow'?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ichabod}.

What is the name of the man who is the main character in the story 'The Legend of Sleepy Hollow'?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ichabod}.

What is the name of",
134,What is the last name of the author of 'Uncle Tom's Cabin'?,Stowe,"Stowe}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part",
135,What was the last name of Scrooge's dead partner in Dickens' 'A Christmas Carol?',Marley,"Marley}.

What is the name of the man who is the first to be killed in the film 'The Godfather?'
Answer in as few words as possible, wrapping the key part in {} brackets: {Tom Hagen}.

What is the name of the man who is the first to be killed in the film 'The Godfather?'
Answer in as few words as possible, wrapping the key part in {} brackets: {Tom Hagen}.

What is the name of the man who is the",
136,What is the term for when three musical notes are played together?,Chord,"triad}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {}",
137,What do you call the three periods(...) used to indicate an omission or a pause?,Ellipsis,"ellipsis}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the",
138,What word would means having a healthy reddish color?,Ruddy,"Rosy}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part",
139,What is the last name of the author who wrote the Sherlock Holmes stories?,Doyle,"Conan Doyle}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
140,What game was Deep Blue skilled at?,Chess,"Chess}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
141,"Who was Time Magazine's 1938 ""Man of the Year""?",Adolph Hitler,"Charles Lindbergh}.

What is the name of the first U.S. President to be impeached?
Answer in as few words as possible, wrapping the key part in {} brackets: {Andrew Johnson}.

What is the name of the U.S. President who was assassinated by John Wilkes Booth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abraham Lincoln}.

What is the name of the U.S. President who was the first",
142,Who was the fictional character who married his mother and blinded himself?,Oedipus," Oedipus }.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: { Adam }.

What is the name of the first woman in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: { Eve }.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: { Adam",
143,What was the name of the German Secret State Police?,Gestapo,"Gestapo}.

What is the name of the first and only man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as",
144,What peace treaty ended World War I?,Versailles,"Treaty of Versailles}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the man who was the first to",
145,"Which bone does the colloquial term ""jawbone"" refer to?",Mandible,"mandible}.

What is the name of the largest of the five Great Lakes in North America?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Superior}.

What is the name of the largest of the five Great Lakes in North America?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Superior}.

What is the name of the largest of the five Great Lakes in North America?
Answer in as",
146,Which Aerosmith song was re-made by Run D.M.C.?,Walk this Way,"Walk this way}.

What is the name of the man who was the first to fly across the English Channel?
Answer in as few words as possible, wrapping the key part in {} brackets: {Louis Bleriot}.

What is the name of the man who was the first to fly across the English Channel?
Answer in as few words as possible, wrapping the key part in {} brackets: {Louis Bleriot}.

What is the name of the man who was the first",
147,What is the name for the legendary Egyptian sculpture which asked people a famous riddle?,Sphinx,"The Sphinx}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
148,What is the capital of Finland?,Helsinki,"Helsinki}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
149,What is the capital of Canada?,Ottawa,"Ottawa}.

What is the capital of Canada?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ottawa}.

What is the capital of Canada?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ottawa}.

What is the capital of Canada?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ottawa}.

What is the capital of Canada?
Answer in as few words",
150,What is the last name of the inventor of the wireless radio?,Marconi,"Marconi}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
151,What is the largest city and capital of Kenya?,Nairobi,"Nairobi}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
152,Who was the most famous Greek doctor?,Hippocrates,"Hippocrates}.

What is the name of the most famous Greek doctor?
Answer in as few words as possible, wrapping the key part in {} brackets: {Hippocrates}.

What is the name of the most famous Greek doctor?
Answer in as few words as possible, wrapping the key part in {} brackets: {Hippocrates}.

What is the name of the most famous Greek doctor?
Answer in as few words as possible, wrapping the key part in {} brackets: {Hippo",
153,What is the last name of the husband-wife spies who were electrocuted in 1951 for passing atomic secrets to Russia?,Rosenberg,"Rosenbergs}.

What is the name of the U.S. President who was shot in 1981?
Answer in as few words as possible, wrapping the key part in {} brackets: {Reagan}.

What is the name of the U.S. President who was shot in 1981?
Answer in as few words as possible, wrapping the key part in {} brackets: {Reagan}.

What is the name of the U.S.",
154,What is the gas that forms dry ice when frozen?,Carbon dioxide,"CO2}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
155,What was the last name of the explorer who tramped through what is now Florida looking for the fountain of youth?,Ponce De Leon,"Hernan}.

What is the name of the man who is the main character in the book ""The Adventures of Huckleberry Finn""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Huck}.

What is the name of the man who is the main character in the book ""The Adventures of Huckleberry Finn""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Huck}.

What is the name of the",
156,What is the last name of the author of 'Call of the Wild'?,London,"Jack London}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets",
157,What kind of poison did Socrates take as his execution?,Hemlock,"hemlock}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
158,What is the last name of the woman who founded the American Red Cross?,Barton,"Clara Barton}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the man who was the first to fly across",
159,Who was the person who visited the Lilliputians?,Gulliver,"Gulliver}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {}",
160,Who was Robin Hood's greatest enemy?,Sheriff of Nottingham,"Sheriff of Nottingham}.

What is the name of the man who is the main character in the story of Robin Hood?
Answer in as few words as possible, wrapping the key part in {} brackets: {Robin Hood}.

What is the name of the man who is the main character in the story of Robin Hood?
Answer in as few words as possible, wrapping the key part in {} brackets: {Robin Hood}.

What is the name of the man who is the main character in",
161,What is the navigation instrument used at sea to plot positioning by the stars?,Sextant,"Theodolite}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
162,"What do you call a word or sentence that reads the same backward or forward, such as ""Madam, I'm Adam""?",Palindrome,"Palindrome}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lindbergh}.

What is the name of the man who was the first to fly across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lindbergh}.

What is the name of the man who was the first to fly across the Atlantic Ocean",
163,Which body of water separates Central and South America?,Panama Canal,"The Isthmus of Panama}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Amazon}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Pacific}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part",
164,What word means to cut or chop (food) into very small pieces?,Mince,"dice}.

What is the name of the first and only man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first and only man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first and only man to walk on the moon?
Answer in as few",
165,What was the capital of Czechoslovakia?,Prague,"Prague}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington D.C.}

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the Netherlands?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amsterdam}.

What is the capital of",
166,What is the mixture of two or more metallic elements?,Alloy,"alloy}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
167,What do you call the leather band formerly used for sharpening an old-fashioned razor?,Strop,"Strop}.

What is the name of the man who invented the first modern computer?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Babbage}.

What is the name of the man who invented the first modern computer?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Babbage}.

What is the name of the man who invented the first modern computer?
Answer in as few words as possible",
168,What is the colloquial term for patella?,Kneecap,"knee cap}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping",
169,What is the name of the hardwood of an (Asian) Indian timber tree often used for furniture?,Teak,"teak}.

What is the name of the (European) country that is the largest producer of wine in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {France}.

What is the name of the (European) country that is the largest producer of wine in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {France}.

What is the name of the (European) country that is",
170,Who was Elton John's chief lyricist?,Bernie Taupin,"Bernie Taupin}.

What is the name of the man who is the main character in the film ""The Shawshank Redemption""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Andy Dufresne}.

What is the name of the man who is the main character in the film ""The Shawshank Redemption""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Andy Dufresne}.

What is the name of",
