,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
105,What is the name of the legendary race of female warriors?,Amazons,"Amazons}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent in the world?
Answer",
106,What is the wand called which is held in the hand as a symbol of regal or imperial power?,Scepter,"sceptre}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
107,What was the name of the medieval code of honor practiced by knights that among other things elevated the position of women?,Chivalry,"Chivalry}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
108,"Who said the phrase, ""To be or not to be""?",Hamlet,"Hamlet}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as",
109,What is a group of lines in a poem called?,Stanza,"A stanza}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
110,Over which river is the George Washington Bridge?,Hudson,"Hudson}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as",
111,"What is the last name of the actor who received the Best Actor award for the movie ""On The Waterfront""?",Brando,"Brando}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to",
112,What was the location of George Washington's encampment where his men suffered every conceivable hardship from 1777-1778?,Valley Forge,"Valley Forge}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer",
113,What was the last name of the nearly blind impressionist artist who painted a series of mural-sized pictures of water lilies near the end of his life?,Monet,"Monet}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} br",
114,What dwarf kills himself when a young bride guesses his highly unusual name?,Rumpelstiltskin,"Rumpelstiltskin}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
",
115,What word means to bleed heavily or uncontrollably?,Hemorrhage,"haemorrhage}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
",
116,What is the name of the strait between Alaska and Siberia?,Bering,"Bering Strait}.

What is the name of the river that flows through Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river that flows through London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that flows through Rome?
Answer",
117,What is the last name of the current mayor of New York City?,De Blasio,"De Blasio}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York}.

What is the name of the largest city in the United States?",
118,What beetle was held sacred by ancient Egyptians?,Scarab,"Scarab}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
119,What river in Hades does Charon ferry dead souls across?,Styx,"Styx}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
120,Who shot an apple off of his son's head in the 14th century?,William Tell,"Nicholas Flamel}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
An",
121,What is the last name of the author of Little Women?,Alcott,"Alcott}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as",
122,What is last name of the woman who wrote Gone With the Wind?,Mitchell,"Mitchell}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the",
123,What is the last name of the author of 'The Hobbit'?,Tolkien,"Tolkien}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {The",
124,What did the Wright Brothers do before inventing an aircraft?,Built bicycles,"They were bicycle makers}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key",
125,"What is the last name of the actress who played Gloria on TV's ""All in the Family""?",Struthers,"Arden}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon",
126,"What is the last name of the actor who starred in both the Broadway production and the film, ""A Streetcar Named Desire""?",Brando,"Brando}.

What is the name of the first American to win the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sinclair Lewis}.

What is the name of the first American to win the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sinclair Lewis}.

What",
127,"What is the last name of the Romanian gymnast who scored 7 perfect ""10's"" and won 3 gold medals in the 1976 Olympics?",Comaneci,"Cosnita}.

What is the name of the first American to win the Nobel Prize in Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sinclair Lewis}.

What is the name of the first American to win the Nobel Prize in Physics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Albert A. Michelson",
128,"What do you call a habitual spasmodic motion or twitching of particular muscles, especially in the face?",Tic,"tic}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Caspian}.

What is the name of the largest desert in the world?
Answer in",
129,What is the river that flows north from Switzerland to Holland and forms the border between Germany and France?,Rhine,"Rhine}.

What is the name of the river that flows through the city of London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that flows through the city of Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river that flows through",
130,What was the harp-like instrument used in ancient Greece to accompany singing and recitation?,Lyre,"lyre}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as",
131,"What was the name of the zeppelin, blimp, that exploded in Lake Hurst, New Jersey in 1937?",Hindenburg,"Hindenburg}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
132,What is a male witch called?,Warlock,"A warlock}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
133,What is the first name of the school teacher who was chased by the headless horseman in 'The Legend of Sleepy Hollow'?,Ichabod,"Ichabod}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first",
134,What is the last name of the author of 'Uncle Tom's Cabin'?,Stowe,"Stowe}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to",
135,What was the last name of Scrooge's dead partner in Dickens' 'A Christmas Carol?',Marley,"Marley}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as",
136,What is the term for when three musical notes are played together?,Chord,"chord}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
Answer in",
137,What do you call the three periods(...) used to indicate an omission or a pause?,Ellipsis,"ellipsis}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as",
138,What word would means having a healthy reddish color?,Ruddy,"Rosy}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as",
139,What is the last name of the author who wrote the Sherlock Holmes stories?,Doyle,"Doyle}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fellowship of the Ring}.
",
140,What game was Deep Blue skilled at?,Chess,"Chess}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
141,"Who was Time Magazine's 1938 ""Man of the Year""?",Adolph Hitler,"Adolf Hitler}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as",
142,Who was the fictional character who married his mother and blinded himself?,Oedipus,"Oedipus}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent in the world?
",
143,What was the name of the German Secret State Police?,Gestapo,"Gestapo}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Caspian Sea}.

What is the name of the largest desert in the world?
",
144,What peace treaty ended World War I?,Versailles,"The Treaty of Versailles}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the",
145,"Which bone does the colloquial term ""jawbone"" refer to?",Mandible,"Mandible}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
146,Which Aerosmith song was re-made by Run D.M.C.?,Walk this Way,"Walk This Way}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as",
147,What is the name for the legendary Egyptian sculpture which asked people a famous riddle?,Sphinx,"The Sphinx}.

What is the name of the famous painting by Leonardo da Vinci?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Mona Lisa}.

What is the name of the famous painting by Vincent van Gogh?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Starry Night}.

What is the name of",
148,What is the capital of Finland?,Helsinki,"Helsinki}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in",
149,What is the capital of Canada?,Ottawa,"Ottawa}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} br",
150,What is the last name of the inventor of the wireless radio?,Marconi,"Marconi}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
151,What is the largest city and capital of Kenya?,Nairobi,"Nairobi}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York}.

What is the name of the largest city in the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the name of the largest city in the United States?
An",
152,Who was the most famous Greek doctor?,Hippocrates,"Hippocrates}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
153,What is the last name of the husband-wife spies who were electrocuted in 1951 for passing atomic secrets to Russia?,Rosenberg,"Rosenbergs}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first",
154,What is the gas that forms dry ice when frozen?,Carbon dioxide,"CO2}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
155,What was the last name of the explorer who tramped through what is now Florida looking for the fountain of youth?,Ponce De Leon,"Ponce de Leon}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in",
156,What is the last name of the author of 'Call of the Wild'?,London,"London}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few",
157,What kind of poison did Socrates take as his execution?,Hemlock,"hemlock}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
158,What is the last name of the woman who founded the American Red Cross?,Barton,"Clara Barton}.

What is the name of the first American to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first American to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first",
159,Who was the person who visited the Lilliputians?,Gulliver,"Gulliver}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book in the Bible?
Answer in",
160,Who was Robin Hood's greatest enemy?,Sheriff of Nottingham,"Sheriff of Nottingham}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent in the",
161,What is the navigation instrument used at sea to plot positioning by the stars?,Sextant,"sextant}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
162,"What do you call a word or sentence that reads the same backward or forward, such as ""Madam, I'm Adam""?",Palindrome,"Palindrome}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
163,Which body of water separates Central and South America?,Panama Canal,"Panama Canal}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
164,What word means to cut or chop (food) into very small pieces?,Mince,"mince}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
Answer in",
165,What was the capital of Czechoslovakia?,Prague,"Prague}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} br",
166,What is the mixture of two or more metallic elements?,Alloy,"alloy}.

What is the name of the chemical element with the symbol {Hg}?
Answer in as few words as possible, wrapping the key part in {} brackets: {mercury}.

What is the name of the chemical element with the symbol {Cu}?
Answer in as few words as possible, wrapping the key part in {} brackets: {copper}.

What is the name of the chemical element with",
167,What do you call the leather band formerly used for sharpening an old-fashioned razor?,Strop,"A strop}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
168,What is the colloquial term for patella?,Kneecap,"Knee cap}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
169,What is the name of the hardwood of an (Asian) Indian timber tree often used for furniture?,Teak,"Teak}.

What is the name of the hardwood of an (Asian) Indian timber tree often used for furniture?
Answer in as few words as possible, wrapping the key part in {} brackets: {Teak}.

What is the name of the hardwood of an (Asian) Indian timber tree often used for furniture?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
170,Who was Elton John's chief lyricist?,Bernie Taupin,"Bernie Taupin}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
",
171,"Which serial killer called himself ""Son of Sam""?",David Berkowitz,"David Berkowitz}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
172,"Who is known as ""The Father of Geometry""?",Euclid,"Euclid}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
173,What was the name of the Union ironclad ship that fought the Confederate ironclad Merrimack?,Monitor,"Monitor}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brack",
174,In 'Romeo and Juliet' who were the Montagues feuding with?,Capulets,"The Capulets}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
175,"What is the last name of the actor who starred in ""Hart to Hart"" and ""Switch"" on TV and also in many movies?",Wagner,"Robert Wagner}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the",
176,What do you call a person who collects and studies stamps?,Philatelist,"A philatelist}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
177,What is the name of the river that runs through Rome?,Tiber,"Tiber}.

What is the name of the river that runs through Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river that runs through London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that runs through Berlin?
Answer in as",
178,What is the name of the mountain range that separates Asia from Europe?,Ural,"Caucasus}.

What is the name of the river that flows through Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river that flows through London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that flows through Berlin?
Answer",
179,What was the 2001 event that led to the bankruptcy of a U.S. energy company and resulted in the dissolution of Arthur Anderson?,The Enron Scandal,"Enron}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for platinum?
Answer in as",
180,"Whose autobiography is titled ""Lady Sings the Blues""?",Billie Holiday,"Billie Holiday}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer",
181,What is the name of the Viking who discovered Greenland?,Erik the Red,"Erik the Red}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first",
182,What was Bob Dylan's birth name?,Robert Zimmerman,"Robert Allen Zimmerman}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the",
183,Where was the 1939 World's Fair held?,New York City,"New York}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few",
184,What did the irascible Ted Williams do in the final at bat of his 19-year major-league career?,Hit a home run,"He hit a home run}.

What is the name of the first American to win the Nobel Prize in Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sinclair Lewis}.

What is the name of the first American to win the Nobel Prize in Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sinclair Lewis}.",
185,On top of which mountain was Moses given the Ten Commandments?,Sinai,"Mount Sinai}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
186,What is the last name of the Cuban leader that Castro overthrew?,Batista,"Batista}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
187,What is the name of the fountain in Rome into which coins are thrown for good luck?,Trevi,"Trevi}.

What is the name of the river that flows through Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river that flows through London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that flows through Berlin?
Answer in",
188,What was the English settlement that vanished in the late 1580s?,Roanoke,"Roanoke}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
189,What do you call a moderately fast gait of a horse in which the legs move in diagonal pairs?,Trot,"A trot}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} br",
