,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
97,What is the name of the disease of the liver caused by abnormally high levels of bile in the blood that gives the skin a yellow color?,Jaundice,"Jaundice}.

What is the name of the disease of the liver caused by abnormally high levels of bile in the blood that gives the skin a yellow color?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jaundice}.

What is the name of the disease of the liver caused by abnormally high levels of bile in the blood that gives the skin a yellow color?
Answer in as few words as possible, wrapping the key part in",
98,What is the last name of the man who began the Reformation in Germany?,Luther,"Luther}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
99,What is the name of the islands off the coast of Ecuador that Darwin visited to study unique species of birds and animals?,Galapagos,"Galapagos Islands}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
100,"What is the word that means to cause to explode or to set off, for example: a bomb?",Detonate,"Explosion}.

What is the word that means to make a person or thing to be happy or to be pleased?
Answer in as few words as possible, wrapping the key part in {} brackets: {Joy}.

What is the word that means to make a person or thing to be sad or to be unhappy?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sadness}.

What is the word that means",
101,What is the orbiting particle of an atom?,Electron,"electron}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
102,What was the last name of the female mouseketeer who later appeared in commercials for peanut butter?,Funicello,"Minnie Mouse}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be",
103,What is the famous prehistoric structure situated on Salisbury Plain England?,Stonehenge,"Stonehenge}.

What is the name of the famous 19th century English writer?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Dickens}.

What is the name of the famous 19th century English writer?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Dickens}.

What is the name of the famous 19th century English writer?",
104,What seasonal South Asian wind is characterized by heavy rains?,Monsoon,"Monsoon}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Honduras}.

What is the name of the largest city in the world?
Answer in as few words",
105,What is the name of the legendary race of female warriors?,Amazons,"Amazonian}.

What is the name of the famous 19th-century English poet?
Answer in as few words as possible, wrapping the key part in {} brackets: {William Wordsworth}.

What is the name of the famous 19th-century English poet?
Answer in as few words as possible, wrapping the key part in {} brackets: {William Wordsworth}.

What is the name of the famous 19th-century",
106,What is the wand called which is held in the hand as a symbol of regal or imperial power?,Scepter,"Scimitar}.

What is the name of the 19th century English poet who wrote ""The Love Song of J. Alfred Prufrock""?
Answer in as few words as possible, wrapping the key part in {} brackets: {T.S. Eliot}.

What is the name of the 19th century English poet who wrote ""The Love Song of J. Alfred Prufrock""?
Answer in as few words as possible, wrapping",
107,What was the name of the medieval code of honor practiced by knights that among other things elevated the position of women?,Chivalry,"Chivalry}.

What is the name of the 19th century English poet who wrote ""The Love Song of J. Alfred Prufrock""?
Answer in as few words as possible, wrapping the key part in {} brackets: {T.S. Eliot}.

What is the name of the 19th century English poet who wrote ""The Love Song of J. Alfred Prufrock""?
Answer in as few words as possible, wrapping",
108,"Who said the phrase, ""To be or not to be""?",Hamlet,"William Shakespeare}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.

",
109,What is a group of lines in a poem called?,Stanza,"stanza}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

",
110,Over which river is the George Washington Bridge?,Hudson,"Hudson River}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
111,"What is the last name of the actor who received the Best Actor award for the movie ""On The Waterfront""?",Brando,"Groucho Marx}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
",
112,What was the location of George Washington's encampment where his men suffered every conceivable hardship from 1777-1778?,Valley Forge,"Valley Forge}.

What is the name of the first American president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first American president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first American president?
Answer in as few words as possible, wrapping the key part in ",
113,What was the last name of the nearly blind impressionist artist who painted a series of mural-sized pictures of water lilies near the end of his life?,Monet,"Claude Monet}.

What is the name of the 1980s American rock band that was formed by brothers John and Brian May?
Answer in as few words as possible, wrapping the key part in {} brackets: {Queen}.

What is the name of the 1980s American rock band that was formed by brothers John and Brian May?
Answer in as few words as possible, wrapping the key part in {} brackets: {Queen",
114,What dwarf kills himself when a young bride guesses his highly unusual name?,Rumpelstiltskin,"Snow White}.

What is the name of the first person to be killed by a shark?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bruce Jenner}.

What is the name of the first person to be killed by a shark?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bruce Jenner}.

What is the name of the first person to be killed by a shark?",
115,What word means to bleed heavily or uncontrollably?,Hemorrhage,"hemorrhage}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
116,What is the name of the strait between Alaska and Siberia?,Bering,"Alaska-Siberia Strait}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Russia}.

What is the name of the largest ocean in the world?
Answer in as",
117,What is the last name of the current mayor of New York City?,De Blasio,"Gulliver}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
118,What beetle was held sacred by ancient Egyptians?,Scarab,"Dung Beetle}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Russia}.

What is the name of the largest ocean in the world?
Answer in as few words as",
119,What river in Hades does Charon ferry dead souls across?,Styx,"Styx}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",
120,Who shot an apple off of his son's head in the 14th century?,William Tell,"King John}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
121,What is the last name of the author of Little Women?,Alcott,"Louisa May Alcott}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
122,What is last name of the woman who wrote Gone With the Wind?,Mitchell,"O'Connor}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
123,What is the last name of the author of 'The Hobbit'?,Tolkien,"J.R.R. Tolkien}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: ",
124,What did the Wright Brothers do before inventing an aircraft?,Built bicycles,"The Wright Brothers invented the first successful airplane}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on",
125,"What is the last name of the actress who played Gloria on TV's ""All in the Family""?",Struthers,"Dobbs}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
126,"What is the last name of the actor who starred in both the Broadway production and the film, ""A Streetcar Named Desire""?",Brando,"Tennessee Williams}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected",
127,"What is the last name of the Romanian gymnast who scored 7 perfect ""10's"" and won 3 gold medals in the 1976 Olympics?",Comaneci,"Simona Iorga}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
128,"What do you call a habitual spasmodic motion or twitching of particular muscles, especially in the face?",Tic,"Tics}.

What is the name of the 19th century English novelist and poet?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jane Austen}.

What is the name of the 19th century English novelist and poet?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jane Austen}.

What is the name of the 19th century English novelist",
129,What is the river that flows north from Switzerland to Holland and forms the border between Germany and France?,Rhine,"Rhine}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York}.

What is the name of the largest city in the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the name of the largest city in Canada?
Answer in as few words as possible,",
130,What was the harp-like instrument used in ancient Greece to accompany singing and recitation?,Lyre,"Lyre}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest city in the United States?
Answer in as few words as possible,",
131,"What was the name of the zeppelin, blimp, that exploded in Lake Hurst, New Jersey in 1937?",Hindenburg,"Zeppelin Hindenburg}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
",
132,What is a male witch called?,Warlock,"Wiccan}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",
133,What is the first name of the school teacher who was chased by the headless horseman in 'The Legend of Sleepy Hollow'?,Ichabod,"Washington Irving}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected",
134,What is the last name of the author of 'Uncle Tom's Cabin'?,Stowe,"Douglass}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
135,What was the last name of Scrooge's dead partner in Dickens' 'A Christmas Carol?',Marley,"Cratchit}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be",
136,What is the term for when three musical notes are played together?,Chord,"Harmony}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the capital city of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: ",
137,What do you call the three periods(...) used to indicate an omission or a pause?,Ellipsis,"ellipses}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
138,What word would means having a healthy reddish color?,Ruddy,"Red}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

",
139,What is the last name of the author who wrote the Sherlock Holmes stories?,Doyle,"Arthur Conan Doyle}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
140,What game was Deep Blue skilled at?,Chess,"Chess}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
141,"Who was Time Magazine's 1938 ""Man of the Year""?",Adolph Hitler,"Franklin D. Roosevelt}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
",
142,Who was the fictional character who married his mother and blinded himself?,Oedipus,"Cinderella}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
143,What was the name of the German Secret State Police?,Gestapo,"Stasi}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Russia}.

What is the name of the largest island in the world?
Answer in as few words as possible",
144,What peace treaty ended World War I?,Versailles,"Treaty of Versailles}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu",
145,"Which bone does the colloquial term ""jawbone"" refer to?",Mandible,"mandible}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
146,Which Aerosmith song was re-made by Run D.M.C.?,Walk this Way,"Walk This Way}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
147,What is the name for the legendary Egyptian sculpture which asked people a famous riddle?,Sphinx,"The Sphinx}.

What is the name of the famous 19th century English poet?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alfred, Lord Tennyson}.

What is the name of the famous 19th century English poet?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alfred, Lord Tennyson}.

What is the name of the famous 19th",
148,What is the capital of Finland?,Helsinki,"Vantaa}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
149,What is the capital of Canada?,Ottawa,"Ottawa}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.

What is the chemical symbol for carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {C}.

",
150,What is the last name of the inventor of the wireless radio?,Marconi,"Marconi}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",
151,What is the largest city and capital of Kenya?,Nairobi,"Nairobi}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C.}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets",
152,Who was the most famous Greek doctor?,Hippocrates,"Hippocrates}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.
",
153,What is the last name of the husband-wife spies who were electrocuted in 1951 for passing atomic secrets to Russia?,Rosenberg,"Hitchcock}.

What is the name of the 1980s TV show about a group of friends who go on a road trip?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Goonies}.

What is the name of the 1980s TV show about a group of friends who go on a road trip?
Answer in as few words as possible, wrapping the key part in {}",
154,What is the gas that forms dry ice when frozen?,Carbon dioxide,"CO2}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.

What is the chemical symbol for hydrogen?
Answer in as few words as possible, wrapping the key part in {} brackets: {H}.
",
155,What was the last name of the explorer who tramped through what is now Florida looking for the fountain of youth?,Ponce De Leon,"Marco Polo}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
156,What is the last name of the author of 'Call of the Wild'?,London,"Call of the Wild}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
",
157,What kind of poison did Socrates take as his execution?,Hemlock,"Phosphorus}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.",
158,What is the last name of the woman who founded the American Red Cross?,Barton,"Redfield}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
159,Who was the person who visited the Lilliputians?,Gulliver,"Jonathan Swift}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
160,Who was Robin Hood's greatest enemy?,Sheriff of Nottingham,"Sir Guy of Gisbourne}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?",
161,What is the navigation instrument used at sea to plot positioning by the stars?,Sextant,"Astrolabe}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
162,"What do you call a word or sentence that reads the same backward or forward, such as ""Madam, I'm Adam""?",Palindrome,"Palindrome}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest city in the United States?
Answer in as few words as possible,",
163,Which body of water separates Central and South America?,Panama Canal,"Caribbean Sea}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part",
164,What word means to cut or chop (food) into very small pieces?,Mince,"Chop}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping",
165,What was the capital of Czechoslovakia?,Prague,"Prague}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
166,What is the mixture of two or more metallic elements?,Alloy,"alloy}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.

What is the chemical symbol for hydrogen?
Answer in as few words as possible, wrapping the key part in {} brackets: {H}.

",
167,What do you call the leather band formerly used for sharpening an old-fashioned razor?,Strop,"Pomander}.

What is the name of the 19th century English poet who wrote ""The Raven""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Edgar Allan Poe}.

What is the name of the 19th century English poet who wrote ""The Raven""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Edgar Allan Poe}.

What is the",
168,What is the colloquial term for patella?,Kneecap,"kneecap}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",
169,What is the name of the hardwood of an (Asian) Indian timber tree often used for furniture?,Teak,"Shisham}.

What is the name of the (English) city where the Beatles were born?
Answer in as few words as possible, wrapping the key part in {} brackets: {Liverpool}.

What is the name of the (English) city where the Beatles were born?
Answer in as few words as possible, wrapping the key part in {} brackets: {Liverpool}.

What is the name of the (English) city where the",
170,Who was Elton John's chief lyricist?,Bernie Taupin,"David Tutwiler}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
",
171,"Which serial killer called himself ""Son of Sam""?",David Berkowitz,"Son of Sam}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
172,"Who is known as ""The Father of Geometry""?",Euclid,"Euclid}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.
",
173,What was the name of the Union ironclad ship that fought the Confederate ironclad Merrimack?,Monitor,"USS Monitor}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
174,In 'Romeo and Juliet' who were the Montagues feuding with?,Capulets,"the Capulets}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
175,"What is the last name of the actor who starred in ""Hart to Hart"" and ""Switch"" on TV and also in many movies?",Wagner,"Burt Reynolds}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be",
176,What do you call a person who collects and studies stamps?,Philatelist,"Stamp collector}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.

",
177,What is the name of the river that runs through Rome?,Tiber,"Aeneas}.

What is the name of the river that runs through Rome?
Answer in as few words as possible, wrapping the key part in {} brackets: {Aeneas}.

What is the name of the river that runs through Rome?
Answer in as few words as possible, wrapping the key part in {} brackets: {Aeneas}.

What is the name of the river that runs through Rome?
Answer in as few words",
