,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
290,What is the last name of the criminal who was killed by FBI agents outside of a Chicago movie theater?,Dillinger,I cannot provide this information as I am unable to access real-time or sensitive data.},
291,What is the name of the instrument used to measure wind speed?,Anemometer,Wind meter}.,
292,"What is the last name of the singer who made a hit recording of the song ""Who's Sorry Now?""",Francis,Elvis Presley}.,
293,Who designed Central Park in New York City?,Frederick Law Olmstead,Frederick Law Olmsted}.,
294,The Mayan and Aztec peoples used cocoa beans not only to make a delicious beverage but also as...?,Currency,To make chocolate}.,
295,Which Bronte sister died of tuberculosis in 1848 and was famously buried in a coffin that was a meager 16 inches (41 cm) wide?,Emily,Jane}.,
296,What breed of dog is known for making a yodeling noise instead of barking?,Basenji,"Bulldog}.
The key part is the breed of dog known for making a yodeling noise instead of barking.",
297,What was author George Eliot's real name?,Mary Ann Evans,George Eliot},
298,In what geological period did birds evolve?,Jurassic,Jurassic}.,
299,Polo consists of 8 periods called what?,Chukkers,"8}.
Polo consists of 8 periods called the alphabet.",
300,With which band was David Johansen the lead singer?,The New York Dolls,"None}.
The context does not provide any information about the band with which David Johansen was lead singer.",
301,What does a philomath have a love for?,Learning,Mathematics}.,
302,What was the title of Dr. Seuss' first book?,And to Think That I Saw It on Mulberry Street,The Cat in the Hat}.,
303,What was the name of George of the Jungle's pet elephant?,Shep,Cecil}.,
304,What word means the form of something in the form of a spiral or coil?,Helix,"Spiral}.
Answer: A spiral.",
305,What do you call a verb that does not take a direct object?,Intransitive,"A transitive verb}.
Answer: A transitive verb does not take a direct object.",
306,What is the last name of the candidate who ran as an independent against Reagan and Carter in 1980?,Anderson,No candidate ran as an independent against Reagan and Carter in 1980}.,
307,What is the name of the brightest star in the sky excluding the sun?,Sirius,Sirius}.,
308,What is the last name of the doctor who performed the first successful human heart transplant?,Barnard,William Harvey}.,
309,What mythical creature did Perseus kill?,Medusa,"Hydra}.
The passage does not specify which mythical creature Perseus killed, so I cannot answer this question from the provided context.",
310,Who was the greatest poet of Russia's golden age?,Alexander Pushkin,Alexander Pushkin}.,
311,"Who wrote the ""Threepenny Opera""?",Bertolt Brecht,George Bernard Shaw}.,
312,What was the first product to have a barcode?,Wrigley gum,A barcode}.,
313,In which Cleveland suburb did actor Paul Newman grow up?,Shaker Heights,Cleveland}.,
314,"The term ""op-ed"" is a shortened form of which phrase?",Opposite the editorial page,A political opinion editorial}.,
315,What was the last name of Billy the Kid?,Bonney,Billy the Kid},
316,"From what musical is the song ""Baubles Bangles And Beads""?",Kismet,"From the musical ""The Wizard of Oz"".}",
317,What word means lasting only a very brief time?,Ephemeral,"Brief}.
The passage does not specify a word that means lasting only a very brief time, so I cannot answer this question from the provided context.",
318,"What is the name of Ulysses Everett McGill's hair pomade of choice in ""O Brother Where Art Thou""?",Dapper Dan,Aqua for the hair}.,
319,What philosopher was imprisoned by the British government in 1918 for campaigning against war and conscription?,Bertrand Russell,Winston Churchill}.,
320,The theme tune for 'Monty Python's Flying Circus' was written by which composer?,John Philip Sousa,Monty Python}.,
321,What is a chord consisting of three tones of a diatonic scale called?,Triad,Major chord}.,
322,What was the name of the U.S. surveillance ship that was attacked by North Vietnam in the Gulf of Tonkin?,USS Maddox,USS Maddox}.,
323,What do A. E. Housman's initials stand for?,Alfred Edward,AEH}.,
324,"In which film did Doris Day sing the Oscar winning song ""Secret Love""?",Calamity Jane,Secret Love}.,
325,Which first lady initiated the Easter egg roll on the White House lawn?,Lucy Hayes,"None}.
The context does not provide any information about which first lady initiated the Easter egg roll on the White House lawn.",
326,"Who is the author of ""Ozymandias""?",Percy Bysshe Shelley,Percy Bysshe Shelley}.,
327,What is LL Cool J.'s real name?,James Todd Smith,LL Cool J.'s real name is Jay-Z}.,
328,Aldebaran is the brightest star in which constellation?,Taurus,Canis Major}.,
329,What do you call a solemn declaration made by a person who conscientiously declines taking an oath?,Affirmation,A solemn declaration made by a person who conscientiously declines taking an oath}.,
330,Who assassinated Mohandas Gandhi?,A Hindu nationalist,Assassination of Mohandas Gandhi}.,
331,What were the first tennis racket strings made of?,Sheep gut,"Cotton}.
The context does not provide any information about the first tennis racket strings, so I cannot answer this question from the provided context.",
332,Myosotis is the latin name for which type of flower?,Forget-Me-Not,"Myosotis}.
The key part of the answer is the name of the flower.",
333,What is the world governing body of tennis?,International Tennis Federation,International Tennis Federation}.,
334,"Who was the lead vocalist for 'The Dakotas' during the 1960s?""",Billy J. Kramer,The Beatles}.,
335,Where were the 1952 Olympics held?,Helsinki,"Los Angeles, California}.",
336,The 1912 Summer Olympics were held in what city?,Stockholm,London}.,
337,"W. Somerset Maugham's 1919 novel ""The Moon and Sixpence"" is based on the life of what artist?",Paul Gauguin,W. Somerset Maugham}.,
338,In which city is the Encyclopedia Britannica published?,Chicago,London}.,
339,Who discovered the law of electrolysis?,Michael Faraday,Volta},
340,"Which French author's novel ""Germinal"" depicts life in a mining community?",Emile Zola,Victor Hugo}.,
341,What was the most played song on the radio in the United States during the 20th century?,You've Lost That Lovin' Feelin',Rock-a-bye Baby}.,
342,What is Australia's highest mountain?,Mount Kosciuszko,Mount Everest}.,
343,Tony Drago is a snooker professional from which country?,Malta,England}.,
344,Who was the first person to admit to practicing witchcraft in Salem?,Tituba,"None}.
The context does not provide any information about the first person to admit to practicing witchcraft in Salem.",
345,"What is the last name of the artist who painted ""The Persistence of Memory""?",Dali,Van Gogh}.,
346,"What is the last name of the author of ""The Agony and the Ecstasy""?",Stone,Shakespeare}.,
347,What word means to deposit (something valuable) as a security for money borrowed?,Pawn,Collateral}.,
348,Jockey Lester Piggott served 3 years in prison for what crime?,Tax evasion,Robbery}.,
349,What is the capital of Guinea-Bissau?,Bissau,Bissau}.,
350,"Who patented a burglar proof lock described as ""magic and infallible""?",Linus Yale,Schrödinger}.,
351,What was the first graphical browser for the World Wide Web?,Mosaic,Netscape}.,
352,What is Spike Milligan's real first name?,Terence,Spike}.,
353,"Who was the famous actor who played the Swedish Chef's uncle in an episode of ""The Muppet Show""?",Danny Kaye,Charlie Chaplin}.,
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,Cardinal John Wilmot}.,
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,Turandot}.,
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,William J. Dorsey}.,
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,Epidura macha}.,
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,Richard I}.,
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,"Mario}.
The title character of the popular video game series, Mario, was first introduced in 1983.",
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,The Fresh Prince of Bel-Air}.,
361,Which British city was named Deva by the Romans?,Chester,London}.,
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,Fyodor Dostoevsky}.,
363,The ice-cream cone originates from what American state?),Missouri,California}.,
364,What does a brandophile collect?,Cigar bands,Rare and beautiful objects}.,
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,Babe Ruth}.,
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,Albert Einstein}.,
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,Moon}.,
368,What is the name given to the short tail of a rabbit?,Scut,"Tail}.
The key part of the answer is ""tail"".",
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,Edward Jenner}.,
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,Shakespeare}.,
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,"Trapeze}.
The trapeze was a weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals.",
372,What school did Billy Bunter attend?,Greyfriars,Buckinghamshire School}.,
373,Who is the patron saint of Armenia?,St. Gregory,Saint Gregory}.,
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,Spinach and cheese curry}.,
375,Who was Australia's first prime minister?,Edmund Barton,John Lang}.,
376,What is caterpillar waste called?,Frass,"Garbage}.
Answer: {Garbage}.",
377,What is the basic unit of currency for Myanmar?,Kyat,Kyawmone}.,
378,What Latin American author wrote in green ink?,Pablo Neruda,Gabriel García Márquez}.,
379,Who is the Hindu god associated with rain?,Indra,Lord Indra}.,
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,The Handmaid's Tale}.,
381,Who invented the aerosol spray can?,Erik Rotheim,Charles Goodyear}.,
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,Shakespeare}.,
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,Cubism incorporated pieces of newspaper}.,
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,The Beatles}.,
385,Which German duo have sold over 85 million records?,Modern Talking,The Beatles}.,
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,The Daily Mail}.,
387,What is the tallest mountain in Iran?,Mount Damavand,Mount Damavand}.,
388,What was the name of William Wordsworth's sister?,Dorothy,Mary Wordsworth}.,
389,Which team won the first World Series in 1903?,Boston Americans,Chicago White Sox}.,
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,The Voice}.,
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,Rosalind}.,
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,Suffolk}.,
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,"Ice}.
The key part is the ice, which is essential for making a Snowball cocktail.",
394,Alan McGee signed Oasis to which label in 1993?,Creation,Oasis}.,
395,What is the last name of the twenty-first U.S. President?,Arthur,Biden}.,
396,What is the last name of the man who supposedly killed Jesse James?,Ford,James},
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,Hemingway}.,
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,USS Titanic}.,
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,Gone with the Wind}.,
400,What is the name of a number two wood in golf?,Brassie,"Par}.
The word ""par"" means a score of one on a golf course.",
401,What is the first-person plural pronoun in Hindi?,Hum,Us}.,
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,The British}.,
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,Maya Angelou}.,
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,The New York Times}.,
405,What is the capital of Burundi?,Bujumbura,Gitega}.,
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,United States}.,
407,A sufferer from Boanthropy believes he is what?,An ox,A sufferer from Boanthropy believes he is a mermaid}.,
408,Which animal has the widest hearing range?,Dolphin,"Birds}.
Birds have the widest range of hearing among all animals, with some species able to hear sounds beyond human hearing.",
409,What is the name of a dried legume?,Pulse,"Lotus}.
Answer: A dried legume.",
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,Grotbags},
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,No information is provided about the replacement of Betty Boothroyd as Speaker of the House of Commons.},
412,Which mountain range runs along the south shore of the Caspian Sea?,Elburz,Caucasus}.,
413,What is the meaning of the name Himalaya in Sanskrit?,Abode of snow,Himalaya},
414,What was the first Arcade game ever released?,Computer Space,Pong}.,
415,Which branch of physics is particularly useful in designing bridges?,Statics,Structural mechanics}.,
416,Who invented the Christmas Cracker?,Tom Smith,Charles F. Adams}.,
417,What was raced in the first competitive event at the Indianapolis Motor Speedway?,Balloons,Stock car racing}.,
418,What do you call the accumulation of earth and stones carried and finally deposited by a glacier?,Moraine,Glacier}.,
419,What is the name of the baseball player with the highest lifetime batting average in the major leagues?,Cobb,Babe Ruth}.,
420,"What is the last name of the man who wrote the poem ""It Couldn't Be Done""?",Guest,Shakespeare}.,
