,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
111,"What is the last name of the actor who received the Best Actor award for the movie ""On The Waterfront""?",Brando,"Marlon Brando}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lyndon B. Johnson}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lyndon B. Johnson}.

What is the name of the first female president of the United States?
Answer",
112,What was the location of George Washington's encampment where his men suffered every conceivable hardship from 1777-1778?,Valley Forge,"Valley Forge, Pennsylvania}.

What is the name of the first American president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first American president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first American president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington",
113,What was the last name of the nearly blind impressionist artist who painted a series of mural-sized pictures of water lilies near the end of his life?,Monet,"Claude Monet}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Shirley Chisholm}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Shirley Chisholm}.

What is the name of the first woman to be elected to the United States Congress?
",
114,What dwarf kills himself when a young bride guesses his highly unusual name?,Rumpelstiltskin,"The Little Match Girl}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the",
115,What word means to bleed heavily or uncontrollably?,Hemorrhage,"bleed}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
116,What is the name of the strait between Alaska and Siberia?,Bering,"Aleutian Islands}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Greenland}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon River}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {}",
117,What is the last name of the current mayor of New York City?,De Blasio,"Bloomberg}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?
Answer",
118,What beetle was held sacred by ancient Egyptians?,Scarab,"Scarab}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
119,What river in Hades does Charon ferry dead souls across?,Styx,"Acheron}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
120,Who shot an apple off of his son's head in the 14th century?,William Tell,"William Shakespeare}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
121,What is the last name of the author of Little Women?,Alcott,"Louisa May Alcott}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible,",
122,What is last name of the woman who wrote Gone With the Wind?,Mitchell,"Margaret Mitchell}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?
",
123,What is the last name of the author of 'The Hobbit'?,Tolkien,"Tolkien}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
124,What did the Wright Brothers do before inventing an aircraft?,Built bicycles,"They were bicycle mechanics}.

What is the name of the first person to fly a heavier-than-air aircraft?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Wright Brothers}.

What is the name of the first person to fly a heavier-than-air aircraft?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Wright Brothers}.

What is the name of the first person to fly a heavier",
125,"What is the last name of the actress who played Gloria on TV's ""All in the Family""?",Struthers,"Issaac).

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the",
126,"What is the last name of the actor who starred in both the Broadway production and the film, ""A Streetcar Named Desire""?",Brando,"Vivien Leigh}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible,",
127,"What is the last name of the Romanian gymnast who scored 7 perfect ""10's"" and won 3 gold medals in the 1976 Olympics?",Comaneci,"Pompiliu}.

What is the name of the first woman to win a gold medal in the 1928 Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Babe Didrikson Zaharias}.

What is the name of the first woman to win a gold medal in the 1928 Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Babe Didrikson Zaharias",
128,"What do you call a habitual spasmodic motion or twitching of particular muscles, especially in the face?",Tic,"Tics}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
129,What is the river that flows north from Switzerland to Holland and forms the border between Germany and France?,Rhine,"Rhine}.

What is the name of the river that flows from the North Sea to the Baltic Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {North Sea}.

What is the name of the river that flows from the North Sea to the Baltic Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {North Sea}.

What is the name of the river that flows from the North Sea to the Baltic",
130,What was the harp-like instrument used in ancient Greece to accompany singing and recitation?,Lyre,"Lyre}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
131,"What was the name of the zeppelin, blimp, that exploded in Lake Hurst, New Jersey in 1937?",Hindenburg,"Hindenburg}.

What is the name of the first person to fly solo across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the first person to fly solo across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the first person to fly solo across the Atlantic Ocean?
",
132,What is a male witch called?,Warlock,"a wizard}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping",
133,What is the first name of the school teacher who was chased by the headless horseman in 'The Legend of Sleepy Hollow'?,Ichabod,"Ichabod Crane}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible",
134,What is the last name of the author of 'Uncle Tom's Cabin'?,Stowe,"Harriet Beecher Stowe}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Astor}.

What is the name of the first woman to be elected to the United States Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Keckley}.

What is the name of the first woman to be elected to the United States",
135,What was the last name of Scrooge's dead partner in Dickens' 'A Christmas Carol?',Marley,"Fezziwig}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",
136,What is the term for when three musical notes are played together?,Chord,"triad}.

What is the name of the planet closest to the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the planet furthest from the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neptune}.

What is the name of the planet between Mars and Jupiter?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
137,What do you call the three periods(...) used to indicate an omission or a pause?,Ellipsis,"brackets}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
138,What word would means having a healthy reddish color?,Ruddy,"red}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
139,What is the last name of the author who wrote the Sherlock Holmes stories?,Doyle,"Conan Doyle}.

What is the name of the first female character in the Sherlock Holmes stories?
Answer in as few words as possible, wrapping the key part in {} brackets: {Irene Adler}.

What is the name of the first female character in the Sherlock Holmes stories?
Answer in as few words as possible, wrapping the key part in {} brackets: {Irene Adler}.

What is the name of the first female character in the Sherlock Holmes stories?
Answer in as few words as",
140,What game was Deep Blue skilled at?,Chess,"Chess}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
141,"Who was Time Magazine's 1938 ""Man of the Year""?",Adolph Hitler,"Franklin Delano Roosevelt}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sally Ride}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
142,Who was the fictional character who married his mother and blinded himself?,Oedipus,"Dr. Jekyll and Mr. Hyde}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to",
143,What was the name of the German Secret State Police?,Gestapo,"SS}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Baikal}.

What is the name of the largest mountain range in the world?
Answer in as few words as possible, wrapping the key part in {} brackets",
144,What peace treaty ended World War I?,Versailles,"Treaty of Versailles}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold",
145,"Which bone does the colloquial term ""jawbone"" refer to?",Mandible,"Mandible}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
146,Which Aerosmith song was re-made by Run D.M.C.?,Walk this Way,"Walk This Way}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel",
147,What is the name for the legendary Egyptian sculpture which asked people a famous riddle?,Sphinx,"The Sphinx}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
148,What is the capital of Finland?,Helsinki,"Helsinki}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C}.

What is the capital of the Republic of Ireland?
Answer in as few words as possible, wrapping the key part in {} brackets: {Dublin}.

What is",
149,What is the capital of Canada?,Ottawa,"Ottawa}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Canberra}.

What is the capital",
150,What is the last name of the inventor of the wireless radio?,Marconi,"Marconi}.

What is the name of the first person to fly solo across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the first person to fly solo across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the first person to fly solo across the Atlantic Ocean?
Answer",
151,What is the largest city and capital of Kenya?,Nairobi,"Nairobi}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Baikal}.

What is the name of the largest mountain range in the world?
Answer in as few words as possible, wrapping the key part in {} brackets",
152,Who was the most famous Greek doctor?,Hippocrates,"Hippocrates}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
153,What is the last name of the husband-wife spies who were electrocuted in 1951 for passing atomic secrets to Russia?,Rosenberg,"Alger Hiss and Katherine Driscol}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Julia Ward Howe}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Julia Ward Howe}.

What is the name of the first woman to be",
154,What is the gas that forms dry ice when frozen?,Carbon dioxide,"CO2}.

What is the name of the chemical element with the symbol {Cu}?
Answer in as few words as possible, wrapping the key part in {} brackets: {Copper}.

What is the name of the chemical element with the symbol {Fe}?
Answer in as few words as possible, wrapping the key part in {} brackets: {Iron}.

What is the name of the chemical element with the symbol {Pb}?
Answer in as few words as possible, wrapping the key",
155,What was the last name of the explorer who tramped through what is now Florida looking for the fountain of youth?,Ponce De Leon,"Columbus}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sally Ride}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
156,What is the last name of the author of 'Call of the Wild'?,London,"Buck}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the",
157,What kind of poison did Socrates take as his execution?,Hemlock,"Strychnine}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
158,What is the last name of the woman who founded the American Red Cross?,Barton,"Clara Barton}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Julia Ward Howe}.

What is the name of the first woman to be elected to the United States Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the United States",
159,Who was the person who visited the Lilliputians?,Gulliver,"Gulliver}.

What is the name of the first person to discover the existence of the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Galileo}.

What is the name of the first person to discover the existence of the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Copernicus}.

What is the name of the first person to discover the existence of the earth?
Answer in as",
160,Who was Robin Hood's greatest enemy?,Sheriff of Nottingham,"Prince John}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
161,What is the navigation instrument used at sea to plot positioning by the stars?,Sextant,"Compass}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
162,"What do you call a word or sentence that reads the same backward or forward, such as ""Madam, I'm Adam""?",Palindrome,"palindrome}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
163,Which body of water separates Central and South America?,Panama Canal,"The Pacific Ocean}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Amazon River}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Baikal}.

What is the name of the largest mountain range in the world?
Answer in as few words as possible, wrapping the key",
164,What word means to cut or chop (food) into very small pieces?,Mince,"shred}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the planet that is closest to the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the planet that is the second closest to the sun?
Answer in as few words as possible, wrapping the key",
165,What was the capital of Czechoslovakia?,Prague,"Prague}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C}.

What is the capital of the United Arab Emirates?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abu Dhabi}.

What",
166,What is the mixture of two or more metallic elements?,Alloy,"alloy}.

What is the name of the chemical element with the symbol {Cu}?
Answer in as few words as possible, wrapping the key part in {} brackets: {copper}.

What is the name of the chemical element with the symbol {Fe}?
Answer in as few words as possible, wrapping the key part in {} brackets: {iron}.

What is the name of the chemical element with the symbol {Pb}?
Answer in as few words as possible, wrapping the key part",
167,What do you call the leather band formerly used for sharpening an old-fashioned razor?,Strop,"razor strop}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize",
168,What is the colloquial term for patella?,Kneecap,"knee}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer",
169,What is the name of the hardwood of an (Asian) Indian timber tree often used for furniture?,Teak,"Teak}.

What is the name of the 1980s British sitcom starring Rowan Atkinson as a hapless detective?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mr. Bean}.

What is the name of the 1980s British sitcom starring Rowan Atkinson as a hapless detective?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mr. Bean}.

What is the name of the",
170,Who was Elton John's chief lyricist?,Bernie Taupin,"Bernie Taupin}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",
171,"Which serial killer called himself ""Son of Sam""?",David Berkowitz,"David Berkowitz}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?",
172,"Who is known as ""The Father of Geometry""?",Euclid,"Euclid}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
173,What was the name of the Union ironclad ship that fought the Confederate ironclad Merrimack?,Monitor,"Monitor}.

What is the name of the first American woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Astor}.

What is the name of the first American woman to be elected to the United States Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Martha Mitchell}.

What is the name of the first American woman to be elected to the United States House",
174,In 'Romeo and Juliet' who were the Montagues feuding with?,Capulets,"The Capulets}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",
175,"What is the last name of the actor who starred in ""Hart to Hart"" and ""Switch"" on TV and also in many movies?",Wagner,"Robert Wagner}.

What is the name of the first woman to be elected to the U.S. Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Keckley}.

What is the name of the first woman to be elected to the U.S. House of Representatives?
Answer in as few words as possible, wrapping the key part in {} brackets: {Margaret Chase Smith}.

What is the name of the first woman to",
176,What do you call a person who collects and studies stamps?,Philatelist,"Philatelist}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
177,What is the name of the river that runs through Rome?,Tiber,"Tiber}.

What is the name of the river that runs through Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river that runs through London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that runs through New York?
Answer in as few words as possible, wrapping the key part in {} brackets",
178,What is the name of the mountain range that separates Asia from Europe?,Ural,"The Caucasus}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Baikal}.

What is the name of the largest mountain range in the world?
Answer in as few words as possible, wrapping the key part in",
179,What was the 2001 event that led to the bankruptcy of a U.S. energy company and resulted in the dissolution of Arthur Anderson?,The Enron Scandal,"The Enron scandal}.

What is the name of the 1990s American sitcom that starred John Ritter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Three's Company}.

What is the name of the 1990s American sitcom that starred John Ritter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Three's Company}.

What is the name of the 1",
180,"Whose autobiography is titled ""Lady Sings the Blues""?",Billie Holiday,"Billie Holiday}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",
181,What is the name of the Viking who discovered Greenland?,Erik the Red,"Erik the Red}.

What is the name of the first woman to be elected to the US Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Shirley Chisholm}.

What is the name of the first woman to be elected to the US Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Margaret Chase Smith}.

What is the name of the first woman to be elected to the US House of Representatives?",
182,What was Bob Dylan's birth name?,Robert Zimmerman,"Robert Allen Zimmerman}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",
183,Where was the 1939 World's Fair held?,New York City,"New York}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
184,What did the irascible Ted Williams do in the final at bat of his 19-year major-league career?,Hit a home run,"He hit a home run}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key",
185,On top of which mountain was Moses given the Ten Commandments?,Sinai,"Mount Sinai}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Buzz Aldrin}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
186,What is the last name of the Cuban leader that Castro overthrew?,Batista,"Fidel}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lyndon B. Johnson}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lyndon B. Johnson}.

What is the name of the first female president of the United States?
Answer in as",
