,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,1980},
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,La Boheme},
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,James A. Farley},
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,The largest butterfly is the {butterfly},
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,1099},
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,The Riddler},
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,The Beatles},
361,Which British city was named Deva by the Romans?,Chester,Devon},
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,Proust},
363,The ice-cream cone originates from what American state?),Missouri,New York},
364,What does a brandophile collect?,Cigar bands,brands},
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,Babe Ruth},
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,Niels Bohr},
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,Earth},
368,What is the name given to the short tail of a rabbit?,Scut,rabbit},
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,Smallpox},
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,Shakespeare},
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,spear},
372,What school did Billy Bunter attend?,Greyfriars,St. Cyprian's},
373,Who is the patron saint of Armenia?,St. Gregory,St. Gregory the Illuminator},
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,Spinach Curry},
375,Who was Australia's first prime minister?,Edmund Barton,John},
376,What is caterpillar waste called?,Frass,caterpillar waste},
377,What is the basic unit of currency for Myanmar?,Kyat,Myanmar kyat},
378,What Latin American author wrote in green ink?,Pablo Neruda,Cesare Pavese},
379,Who is the Hindu god associated with rain?,Indra,Indra},
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,Poems},
381,Who invented the aerosol spray can?,Erik Rotheim,1920},
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,Milton},
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,Cubism},
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,The Monkees},
385,Which German duo have sold over 85 million records?,Modern Talking,The Beatles},
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,The Daily Telegraph},
387,What is the tallest mountain in Iran?,Mount Damavand,Mount Damavand},
388,What was the name of William Wordsworth's sister?,Dorothy,Mary},
389,Which team won the first World Series in 1903?,Boston Americans,New York Giants},
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,The X Factor},
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,Romeo},
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,Suffolk},
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,rum},
394,Alan McGee signed Oasis to which label in 1993?,Creation,EMI},
395,What is the last name of the twenty-first U.S. President?,Arthur,W. H. Taft},
396,What is the last name of the man who supposedly killed Jesse James?,Ford,James},
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,Nobel Prize for Literature},
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,USS Thresher},
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,The Wizard of Oz},
400,What is the name of a number two wood in golf?,Brassie,2},
401,What is the first-person plural pronoun in Hindi?,Hum,we},
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,Australia},
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,Twice},
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,The New York Herald},
405,What is the capital of Burundi?,Bujumbura,Bujumbura},
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,Switzerland},
407,A sufferer from Boanthropy believes he is what?,An ox,a sufferer from Boanthropy},
408,Which animal has the widest hearing range?,Dolphin,The elephant},
409,What is the name of a dried legume?,Pulse,pea},
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,Grotbags' pet},
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,2010},
412,Which mountain range runs along the south shore of the Caspian Sea?,Elburz,The Caucasus},
413,What is the meaning of the name Himalaya in Sanskrit?,Abode of snow,Himalaya},
414,What was the first Arcade game ever released?,Computer Space,Pong},
415,Which branch of physics is particularly useful in designing bridges?,Statics,Structural engineering},
416,Who invented the Christmas Cracker?,Tom Smith,Charles Dickens},
417,What was raced in the first competitive event at the Indianapolis Motor Speedway?,Balloons,1911},
418,What do you call the accumulation of earth and stones carried and finally deposited by a glacier?,Moraine,glacier},
419,What is the name of the baseball player with the highest lifetime batting average in the major leagues?,Cobb,Barry Bonds},
420,"What is the last name of the man who wrote the poem ""It Couldn't Be Done""?",Guest,"The Last Name of the Man Who Wrote the Poem ""It Couldn't Be Done""}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}",
