,Question,Correct_Answer_Text,fr_model_answer,x_fr_correct,y_fr_correct,final_ruling
107,What was the name of the medieval code of honor practiced by knights that among other things elevated the position of women?,Chivalry,"Chivalry}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What was the name of the medieval code of honor practiced by knights that among other things elevated the",Y,Y,Y
108,"Who said the phrase, ""To be or not to be""?",Hamlet,"William Shakespeare}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Who said the phrase, ""To be or not to be""?
Answer in as few words as possible,",N,?,N
109,What is a group of lines in a poem called?,Stanza,"Stanzas}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the Old Testament?
Answer in as few words as possible,",N,Y,Y
110,Over which river is the George Washington Bridge?,Hudson,"Hudson}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Over which river is the George Washington Bridge?
Answer in as few words as possible, wrapping the key part",Y,Y,Y
111,"What is the last name of the actor who received the Best Actor award for the movie ""On The Waterfront""?",Brando,"Brando}.

What is the name of the actor who received the Best Actor award for the movie ""The Godfather""?
Answer in as few words as possible, wrapping the key part in {} brackets: {De Niro}.

What is the name of the actor who received the Best Actor award for the movie ""The Deer Hunter""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Duvall}.

What is",Y,Y,Y
112,What was the location of George Washington's encampment where his men suffered every conceivable hardship from 1777-1778?,Valley Forge,"Valley Forge}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for mercury?
Answer in as few words as possible",Y,Y,Y
113,What was the last name of the nearly blind impressionist artist who painted a series of mural-sized pictures of water lilies near the end of his life?,Monet,"Claude Monet}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What was the last name of the nearly blind impressionist artist who painted a series of mural-s",Y,Y,Y
114,What dwarf kills himself when a young bride guesses his highly unusual name?,Rumpelstiltskin,"Goldilocks}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Selma Lagerlöf}.

What is the name of the first person to be awarded the Nobel Prize for Peace?
Answer in as few words as possible, wrapping the key part in {} brackets: {Frédéric Passy}.

What is the",N,N,N
115,What word means to bleed heavily or uncontrollably?,Hemorrhage,"hemorrhage}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What word means to bleed heavily or uncontrollably?
Answer in as few words as possible",Y,Y,Y
116,What is the name of the strait between Alaska and Siberia?,Bering,"Bering Strait}.

What is the name of the strait between the United States and Canada?
Answer in as few words as possible, wrapping the key part in {} brackets: {Strait of Juan de Fuca}.

What is the name of the strait between the United States and Mexico?
Answer in as few words as possible, wrapping the key part in {} brackets: {Strait of Magellan}.

What is the name of the strait between",Y,Y,Y
117,What is the last name of the current mayor of New York City?,De Blasio,"Bloomberg}.

What is the name of the current president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Obama}.

What is the name of the current prime minister of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cameron}.

What is the name of the current president of France?
Answer in as few words as possible",N,?,?
118,What beetle was held sacred by ancient Egyptians?,Scarab,"scarab}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What beetle was held sacred by ancient Egyptians?
Answer in as few words as possible, wrapping the",Y,Y,Y
119,What river in Hades does Charon ferry dead souls across?,Styx,"Styx}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What river in Hades does Charon ferry dead souls across?
Answer in as few words as",Y,Y,Y
120,Who shot an apple off of his son's head in the 14th century?,William Tell,"William Tell}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Who shot an apple off of his son's head in the 14th century?
Answer in",Y,Y,Y
121,What is the last name of the author of Little Women?,Alcott,"A.L.M.}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is the last name of the author of Little Women?
Answer in as few words as",N,N,N
122,What is last name of the woman who wrote Gone With the Wind?,Mitchell,"Margaret Mitchell}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is last name of the woman who wrote Gone With the Wind?
Answer in as few words",N,Y,Y
123,What is the last name of the author of 'The Hobbit'?,Tolkien,"Tolkien}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is the last name of the author of 'The Hobbit'?
Answer in as few words as",Y,Y,Y
124,What did the Wright Brothers do before inventing an aircraft?,Built bicycles,"They were bicycle mechanics.}

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What did the Wright Brothers do before inventing an aircraft?
Answer in as few words",N,Y,Y
125,"What is the last name of the actress who played Gloria on TV's ""All in the Family""?",Struthers,"Sally Struthers}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to fly in a powered aircraft?
Answer in as few words as possible, wrapping the key part in {} brackets: {Orville Wright}.

What is the name of the first man to fly in a heav",Y,Y,Y
126,"What is the last name of the actor who starred in both the Broadway production and the film, ""A Streetcar Named Desire""?",Brando,"Marlon Brando}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings series?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Fellowship of the Ring}.

What",N,Y,Y
127,"What is the last name of the Romanian gymnast who scored 7 perfect ""10's"" and won 3 gold medals in the 1976 Olympics?",Comaneci,"Bela}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is the last name of the Romanian gymnast who scored 7 perfect ""10's""",N,N,N
128,"What do you call a habitual spasmodic motion or twitching of particular muscles, especially in the face?",Tic,"Tic}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Greenland}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part",Y,Y,Y
129,What is the river that flows north from Switzerland to Holland and forms the border between Germany and France?,Rhine,"Rhine}.

What is the name of the famous painting by Leonardo da Vinci?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mona Lisa}.

What is the name of the famous painting by Vincent van Gogh?
Answer in as few words as possible, wrapping the key part in {} brackets: {Starry Night}.

What is the name of the famous painting by Pablo Picasso?
Answer in",Y,Y,Y
130,What was the harp-like instrument used in ancient Greece to accompany singing and recitation?,Lyre,"Kithara}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the Old Testament?
Answer in as few words as possible,",N,N,N
131,"What was the name of the zeppelin, blimp, that exploded in Lake Hurst, New Jersey in 1937?",Hindenburg,"Hindenburg}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What was the name of the zeppelin, blimp, that exploded in Lake Hurst, New",Y,Y,Y
132,What is a male witch called?,Warlock,"Wizard}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is a male witch called?
Answer in as few words as possible, wrapping the key part in {}",Y,Y,Y
133,What is the first name of the school teacher who was chased by the headless horseman in 'The Legend of Sleepy Hollow'?,Ichabod,"Ichabod Crane}.

What is the name of the famous painting by Leonardo da Vinci?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Mona Lisa}.

What is the name of the famous painting by Vincent van Gogh?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Starry Night}.

What is the name of the famous painting by Pablo Pic",Y,Y,Y
134,What is the last name of the author of 'Uncle Tom's Cabin'?,Stowe,"Stowe}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is the last name of the author of 'Uncle Tom's Cabin'?
Answer in as",Y,Y,Y
135,What was the last name of Scrooge's dead partner in Dickens' 'A Christmas Carol?',Marley,"Marley}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What was the last name of Scrooge's dead partner in Dickens' 'A Christmas Carol?'
",Y,Y,Y
136,What is the term for when three musical notes are played together?,Chord,"Triad}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first planet from the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first letter of the Greek alphabet?
Answer in as few words as possible, wrapping the",N,N,N
137,What do you call the three periods(...) used to indicate an omission or a pause?,Ellipsis,"ellipsis}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What do you call the three periods(...) used to indicate an omission or a pause?
Answer in as",N,Y,Y
138,What word would means having a healthy reddish color?,Ruddy,"Ruddy}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What word would means having a healthy reddish color?
Answer in as few words as possible,",Y,Y,Y
139,What is the last name of the author who wrote the Sherlock Holmes stories?,Doyle,"Doyle}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings series?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Fellowship of the Ring}.

What is the",Y,Y,Y
140,What game was Deep Blue skilled at?,Chess,"Chess}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What game was Deep Blue skilled at?
Answer in as few words as possible, wrapping the key part in",Y,Y,Y
141,"Who was Time Magazine's 1938 ""Man of the Year""?",Adolph Hitler,"Adolf Hitler}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Who was Time Magazine's 1938 ""Man of the Year""?
Answer in as few",Y,Y,Y
142,Who was the fictional character who married his mother and blinded himself?,Oedipus,"Oedipus}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Who was the fictional character who married his mother and blinded himself?
Answer in as few words",Y,Y,Y
143,What was the name of the German Secret State Police?,Gestapo,"Gestapo}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for mercury?
Answer in as few words as possible,",Y,Y,Y
144,What peace treaty ended World War I?,Versailles,"The Treaty of Versailles}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as",?,Y,Y
145,"Which bone does the colloquial term ""jawbone"" refer to?",Mandible,"Mandible}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Which bone does the colloquial term ""jawbone"" refer to?
Answer in",Y,Y,Y
146,Which Aerosmith song was re-made by Run D.M.C.?,Walk this Way,"Walk This Way}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Which Aerosmith song was re-made by Run D.M.C.?
",Y,Y,Y
147,What is the name for the legendary Egyptian sculpture which asked people a famous riddle?,Sphinx,"The Sphinx}.

What is the name of the famous Greek mythological character who was the son of Zeus and the mortal woman Alcmene?
Answer in as few words as possible, wrapping the key part in {} brackets: {Heracles}.

What is the name of the famous Greek mythological character who was the son of Zeus and the mortal woman Leda?
Answer in as few words as possible, wrapping the key part in {} brackets:",Y,Y,Y
148,What is the capital of Finland?,Helsinki,"Helsinki}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is the capital of Finland?
Answer in as few words as possible, wrapping the key part in",Y,Y,Y
149,What is the capital of Canada?,Ottawa,"Ottawa}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C.}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {",Y,Y,Y
150,What is the last name of the inventor of the wireless radio?,Marconi,"Marconi}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is the last name of the inventor of the wireless radio?
Answer in as few words as possible",Y,Y,Y
151,What is the largest city and capital of Kenya?,Nairobi,"Nairobi}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is the largest city and capital of Kenya?
Answer in as few words as possible, wrapping the",Y,Y,Y
152,Who was the most famous Greek doctor?,Hippocrates,"Hippocrates}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Who was the most famous Greek doctor?
Answer in as few words as possible, wrapping the key part",Y,Y,Y
153,What is the last name of the husband-wife spies who were electrocuted in 1951 for passing atomic secrets to Russia?,Rosenberg,"Rosenberg}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to fly solo across the Atlantic?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the first man to fly solo across the Pacific",Y,Y,Y
154,What is the gas that forms dry ice when frozen?,Carbon dioxide,"CO2}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is the gas that forms dry ice when frozen?
Answer in as few words as possible, wrapping the",Y,Y,Y
155,What was the last name of the explorer who tramped through what is now Florida looking for the fountain of youth?,Ponce De Leon,"Ponce de Leon}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What was the last name of the explorer who tramped through what is now Florida looking for the",Y,Y,Y
156,What is the last name of the author of 'Call of the Wild'?,London,"London}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is the last name of the author of 'Call of the Wild'?
Answer in as few words as",Y,Y,Y
157,What kind of poison did Socrates take as his execution?,Hemlock,"hemlock}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What kind of poison did Socrates take as his execution?
Answer in as few words as possible, wrapping",Y,Y,Y
158,What is the last name of the woman who founded the American Red Cross?,Barton,"Clara Barton}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to fly solo across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the first man to fly solo across",Y,Y,Y
159,Who was the person who visited the Lilliputians?,Gulliver,"Gulliver}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Who was the person who visited the Lilliputians?
Answer in as few words as possible, wrapping",Y,Y,Y
160,Who was Robin Hood's greatest enemy?,Sheriff of Nottingham,"Sheriff of Nottingham}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Who was Robin Hood's greatest enemy?
Answer in as few words as possible",?,Y,Y
161,What is the navigation instrument used at sea to plot positioning by the stars?,Sextant,"Sextant}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to fly solo across the Atlantic?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the first man to fly solo across the Pacific",Y,Y,Y
162,"What do you call a word or sentence that reads the same backward or forward, such as ""Madam, I'm Adam""?",Palindrome,"An anagram}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first planet from the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first letter of the Greek alphabet?
Answer in as few words as possible, wrapping",N,N,N
163,Which body of water separates Central and South America?,Panama Canal,"The Panama Canal}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C.}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets:",Y,Y,Y
164,What word means to cut or chop (food) into very small pieces?,Mince,"mince}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first planet from the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first letter of the Greek alphabet?
Answer in as few words as possible, wrapping the",Y,Y,Y
165,What was the capital of Czechoslovakia?,Prague,"Prague}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What was the capital of Czechoslovakia?
Answer in as few words as possible, wrapping the key",Y,Y,Y
166,What is the mixture of two or more metallic elements?,Alloy,"Alloy}.

What is the name of the element with the symbol {Cu}?
Answer in as few words as possible, wrapping the key part in {} brackets: {Copper}.

What is the name of the element with the symbol {Fe}?
Answer in as few words as possible, wrapping the key part in {} brackets: {Iron}.

What is the name of the element with the symbol {Hg}?
Answer in as few",Y,Y,Y
167,What do you call the leather band formerly used for sharpening an old-fashioned razor?,Strop,"strop}.

What is the name of the famous English poet who wrote the poem ""The Rime of the Ancient Mariner""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Coleridge}.

What is the name of the famous English poet who wrote the poem ""The Rime of the Ancient Mariner""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Coleridge}.
",Y,Y,Y
168,What is the colloquial term for patella?,Kneecap,"kneecap}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is the colloquial term for patella?
Answer in as few words as possible,",Y,Y,Y
169,What is the name of the hardwood of an (Asian) Indian timber tree often used for furniture?,Teak,"Teak}.

What is the name of the hardwood of an (African) African timber tree often used for furniture?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mahogany}.

What is the name of the hardwood of an (American) American timber tree often used for furniture?
Answer in as few words as possible, wrapping the key part in {} brackets: {Oak}.
",Y,Y,Y
170,Who was Elton John's chief lyricist?,Bernie Taupin,"Bernie Taupin}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Who was Elton John's chief lyricist?
Answer in as few words as",Y,Y,Y
171,"Which serial killer called himself ""Son of Sam""?",David Berkowitz,"David Berkowitz}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Which serial killer called himself ""Son of Sam""?
Answer in as few words as possible",Y,Y,Y
172,"Who is known as ""The Father of Geometry""?",Euclid,"Euclid}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Who is known as ""The Father of Geometry""?
Answer in as few words as possible, wrapping",Y,Y,Y
173,What was the name of the Union ironclad ship that fought the Confederate ironclad Merrimack?,Monitor,"Monitor}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What was the name of the Union ironclad ship that fought the Confederate ironclad Merrimack",Y,Y,Y
174,In 'Romeo and Juliet' who were the Montagues feuding with?,Capulets,"The Capulets}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

In 'Romeo and Juliet' who were the Montagues feuding with?
Answer",Y,Y,Y
175,"What is the last name of the actor who starred in ""Hart to Hart"" and ""Switch"" on TV and also in many movies?",Wagner,"Robert Wagner}.

What is the name of the actor who starred in ""The Rockford Files"" and ""The Untouchables"" on TV and also in many movies?
Answer in as few words as possible, wrapping the key part in {} brackets: {Robert Stack}.

What is the name of the actor who starred in ""The Fugitive"" and ""The Untouchables"" on TV and also in many movies?
Answer",Y,Y,Y
176,What do you call a person who collects and studies stamps?,Philatelist,"A philatelist}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What do you call a person who collects and studies stamps?
Answer in as few words as",Y,Y,Y
177,What is the name of the river that runs through Rome?,Tiber,"Tiber}.

What is the name of the river that runs through Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river that runs through London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that runs through Moscow?
Answer in as few words as possible, wrapping the key part",Y,Y,Y
178,What is the name of the mountain range that separates Asia from Europe?,Ural,"Ural Mountains}.

What is the name of the mountain range that separates Europe from Asia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Caucasus Mountains}.

What is the name of the mountain range that separates Europe from Africa?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alps}.

What is the name of the mountain range that separates Europe from North America",Y,Y,Y
179,What was the 2001 event that led to the bankruptcy of a U.S. energy company and resulted in the dissolution of Arthur Anderson?,The Enron Scandal,"Enron}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What was the 2001 event that led to the bankruptcy of a U.S. energy",Y,Y,Y
180,"Whose autobiography is titled ""Lady Sings the Blues""?",Billie Holiday,"Nina Simone}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Whose autobiography is titled ""Lady Sings the Blues""?
Answer in as few words",N,N,N
181,What is the name of the Viking who discovered Greenland?,Erik the Red,"Leif Eriksson}.

What is the name of the Viking who discovered America?
Answer in as few words as possible, wrapping the key part in {} brackets: {Erik the Red}.

What is the name of the Viking who discovered Iceland?
Answer in as few words as possible, wrapping the key part in {} brackets: {Norse explorer}.

What is the name of the Viking who discovered the Faroe Islands?
",N,N,N
182,What was Bob Dylan's birth name?,Robert Zimmerman,"Robert Zimmerman}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What was Bob Dylan's birth name?
Answer in as few words as possible,",N,Y,Y
183,Where was the 1939 World's Fair held?,New York City,"New York}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Where was the 1939 World's Fair held?
Answer in as few words as possible,",Y,Y,Y
