,Question,Correct_Answer_Text,fr_model_answer,x_fr_correct,y_fr_correct,final_ruling
290,What is the last name of the criminal who was killed by FBI agents outside of a Chicago movie theater?,Dillinger,O'BRIEN},N,N,N
291,What is the name of the instrument used to measure wind speed?,Anemometer,Sirens}.,N,N,N
292,"What is the last name of the singer who made a hit recording of the song ""Who's Sorry Now?""",Francis,Pat Metheny}.,N,N,N
293,Who designed Central Park in New York City?,Frederick Law Olmstead,Frederick Law Olmsted}.,Y,Y,Y
294,The Mayan and Aztec peoples used cocoa beans not only to make a delicious beverage but also as...?,Currency,medicine}.,N,N,N
295,Which Bronte sister died of tuberculosis in 1848 and was famously buried in a coffin that was a meager 16 inches (41 cm) wide?,Emily,Brontë sisters},N,N,N
296,What breed of dog is known for making a yodeling noise instead of barking?,Basenji,Basset Hound}.,N,N,N
297,What was author George Eliot's real name?,Mary Ann Evans,Mary Ann Evans}.,Y,Y,Y
298,In what geological period did birds evolve?,Jurassic,150 million years ago (Mya)},Y,N,N
299,Polo consists of 8 periods called what?,Chukkers,Rounds}.,N,N,N
300,With which band was David Johansen the lead singer?,The New York Dolls,Queen}.,N,N,N
301,What does a philomath have a love for?,Learning,Books}.,N,N,N
302,What was the title of Dr. Seuss' first book?,And to Think That I Saw It on Mulberry Street,The Cat in the Hat}.,N,N,N
303,What was the name of George of the Jungle's pet elephant?,Shep,Bambi}.,N,N,N
304,What word means the form of something in the form of a spiral or coil?,Helix,Helical}.,Y,Y,Y
305,What do you call a verb that does not take a direct object?,Intransitive,Auxiliary verb}.,N,N,N
306,What is the last name of the candidate who ran as an independent against Reagan and Carter in 1980?,Anderson,Bush},N,N,N
307,What is the name of the brightest star in the sky excluding the sun?,Sirius,Sirius}.,Y,Y,Y
308,What is the last name of the doctor who performed the first successful human heart transplant?,Barnard,Torpey}.,N,N,N
309,What mythical creature did Perseus kill?,Medusa,Medusa}.,Y,Y,Y
310,Who was the greatest poet of Russia's golden age?,Alexander Pushkin,Alexander Pushkin}.,Y,Y,Y
311,"Who wrote the ""Threepenny Opera""?",Bertolt Brecht,Boris Thomasoff},N,N,N
312,What was the first product to have a barcode?,Wrigley gum,UPC barcode}.,N,N,N
313,In which Cleveland suburb did actor Paul Newman grow up?,Shaker Heights,East End City}.,N,N,N
314,"The term ""op-ed"" is a shortened form of which phrase?",Opposite the editorial page,Editorial opinion},N,N,N
315,What was the last name of Billy the Kid?,Bonney,Gershwin}.,N,N,N
316,"From what musical is the song ""Baubles Bangles And Beads""?",Kismet,Bohemian Rhapsody},N,N,N
317,What word means lasting only a very brief time?,Ephemeral,Ephemeral}.,Y,Y,Y
318,"What is the name of Ulysses Everett McGill's hair pomade of choice in ""O Brother Where Art Thou""?",Dapper Dan,Kahuku Wax}.,N,N,N
319,What philosopher was imprisoned by the British government in 1918 for campaigning against war and conscription?,Bertrand Russell,Karl Marx}.,N,N,N
320,The theme tune for 'Monty Python's Flying Circus' was written by which composer?,John Philip Sousa,John Barry},N,N,N
321,What is a chord consisting of three tones of a diatonic scale called?,Triad,Major 7th chord}.,N,N,N
322,What was the name of the U.S. surveillance ship that was attacked by North Vietnam in the Gulf of Tonkin?,USS Maddox,USS Maddox}.,Y,Y,Y
323,What do A. E. Housman's initials stand for?,Alfred Edward,AE}.,N,N,N
324,"In which film did Doris Day sing the Oscar winning song ""Secret Love""?",Calamity Jane,1955}.,N,N,N
325,Which first lady initiated the Easter egg roll on the White House lawn?,Lucy Hayes,Jacqueline Kennedy Onassis},N,N,N
326,"Who is the author of ""Ozymandias""?",Percy Bysshe Shelley,Edgar Allan Poe}.,N,N,N
327,What is LL Cool J.'s real name?,James Todd Smith,The-Legendary-L.L. Cool J.},N,N,N
328,Aldebaran is the brightest star in which constellation?,Taurus,Scorpio}.,N,N,N
329,What do you call a solemn declaration made by a person who conscientiously declines taking an oath?,Affirmation,Conceding a duty without oath}.,N,N,N
330,Who assassinated Mohandas Gandhi?,A Hindu nationalist,"March 2, 1948}.",N,N,N
331,What were the first tennis racket strings made of?,Sheep gut,Late 19th century}.,N,N,N
332,Myosotis is the latin name for which type of flower?,Forget-Me-Not,Evening Primrose},N,N,N
333,What is the world governing body of tennis?,International Tennis Federation,WTA}.,N,N,N
334,"Who was the lead vocalist for 'The Dakotas' during the 1960s?""",Billy J. Kramer,Pat Metheny},N,N,N
335,Where were the 1952 Olympics held?,Helsinki,"Sydney, Australia}.",N,N,N
336,The 1912 Summer Olympics were held in what city?,Stockholm,"Paris, France}.",N,N,N
337,"W. Somerset Maugham's 1919 novel ""The Moon and Sixpence"" is based on the life of what artist?",Paul Gauguin,George Bellmer}.,N,N,N
338,In which city is the Encyclopedia Britannica published?,Chicago,"Edinburgh, Scotland}.",N,N,N
339,Who discovered the law of electrolysis?,Michael Faraday,Michael Faraday}.,Y,Y,Y
340,"Which French author's novel ""Germinal"" depicts life in a mining community?",Emile Zola,Henri George},N,N,N
341,What was the most played song on the radio in the United States during the 20th century?,You've Lost That Lovin' Feelin',"""The Twist"" by Bill Haley & His Comets}",N,N,N
342,What is Australia's highest mountain?,Mount Kosciuszko,Ayers Rock}.,N,N,N
343,Tony Drago is a snooker professional from which country?,Malta,England}.,N,N,N
344,Who was the first person to admit to practicing witchcraft in Salem?,Tituba,Elizabeth Parris}.,N,N,N
345,"What is the last name of the artist who painted ""The Persistence of Memory""?",Dali,Salvador Dalí}.,N,Y,Y
346,"What is the last name of the author of ""The Agony and the Ecstasy""?",Stone,Michelangelo Buonarroti}.,N,N,N
347,What word means to deposit (something valuable) as a security for money borrowed?,Pawn,Lend}.,N,N,N
348,Jockey Lester Piggott served 3 years in prison for what crime?,Tax evasion,Felony of bribery}.,N,N,N
349,What is the capital of Guinea-Bissau?,Bissau,Bissau}.,Y,Y,Y
350,"Who patented a burglar proof lock described as ""magic and infallible""?",Linus Yale,Thomas Alva Edison}.,N,N,N
351,What was the first graphical browser for the World Wide Web?,Mosaic,Netscape 1}.,N,N,N
352,What is Spike Milligan's real first name?,Terence,Spike},N,N,N
353,"Who was the famous actor who played the Swedish Chef's uncle in an episode of ""The Muppet Show""?",Danny Kaye,Dean Martin}.,N,N,N
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,Paul VI}.,N,N,N
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,Turandot},N,Y,Y
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,Richard J. Daley}.,N,N,N
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,Monarch}.,N,N,N
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,Crusaders}.,Y,Y,Y
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,The Legend of Zelda}.,N,N,N
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,2000}. {},N,N,N
361,Which British city was named Deva by the Romans?,Chester,London}.,N,N,N
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,Boris Pasternak},N,N,N
363,The ice-cream cone originates from what American state?),Missouri,Vermont}.,N,N,N
364,What does a brandophile collect?,Cigar bands,Collects luxury brands},N,N,N
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,Cy Young}.,N,N,N
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,Wilhelm Conrad Röntgen {}}.,N,N,N
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,Banal Planet},N,?,?
368,What is the name given to the short tail of a rabbit?,Scut,Bobtail},N,N,N
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,Edward Jenner}.,Y,Y,Y
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,Walt Whitman}.,N,N,N
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,Lasso}.,N,N,N
372,What school did Billy Bunter attend?,Greyfriars,Harvard University}.,N,N,N
373,Who is the patron saint of Armenia?,St. Gregory,St. George}.,Y,N,N
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,Spinach and Cheese Curry},N,N,N
375,Who was Australia's first prime minister?,Edmund Barton,Sir Robert Menzies}.,N,N,N
376,What is caterpillar waste called?,Frass,Silage}.,N,N,N
377,What is the basic unit of currency for Myanmar?,Kyat,Burma Rupee},N,N,N
378,What Latin American author wrote in green ink?,Pablo Neruda,Gabriel García Márquez}.,N,N,N
379,Who is the Hindu god associated with rain?,Indra,Shiva}.,N,N,N
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,"Book of poems, 1950}.",N,N,N
381,Who invented the aerosol spray can?,Erik Rotheim,Milton S. Borden & G.W. Morton}.,N,N,N
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,John Milton}.,N,N,N
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,Die Cubism},N,N,N
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,Led Zeppelin}.,N,N,N
385,Which German duo have sold over 85 million records?,Modern Talking,Adele},N,N,N
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,The London Magazine}.,N,N,N
387,What is the tallest mountain in Iran?,Mount Damavand,Mount Damavand}.,Y,Y,Y
388,What was the name of William Wordsworth's sister?,Dorothy,Emily}.,N,N,N
389,Which team won the first World Series in 1903?,Boston Americans,Yankees}.,N,N,N
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,American Idol},N,N,N
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,Rosaline}.,Y,Y,Y
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,Ipswich}.,N,N,N
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,Marsala}.,N,N,N
394,Alan McGee signed Oasis to which label in 1993?,Creation,MCA Records}.,N,N,N
395,What is the last name of the twenty-first U.S. President?,Arthur,Biden}.,N,N,N
396,What is the last name of the man who supposedly killed Jesse James?,Ford,La Follette}.,N,N,N
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,Hemingway}.,N,N,N
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,Nimitz}.,N,N,N
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,1927}.,N,N,N
400,What is the name of a number two wood in golf?,Brassie,Par 2}.,N,N,N
401,What is the first-person plural pronoun in Hindi?,Hum,We/Us},N,N,N
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,David Cameron}.,N,N,N
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,Richard Ford}.,N,N,N
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,1811}. The {Penny Newpaper},N,N,N
405,What is the capital of Burundi?,Bujumbura,Gitega}.,N,N,N
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,Netherlands}.,N,N,N
407,A sufferer from Boanthropy believes he is what?,An ox,A boar-man}.,N,N,N
408,Which animal has the widest hearing range?,Dolphin,Whale}.,N,N,N
409,What is the name of a dried legume?,Pulse,Pea}.,N,N,N
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,Grotbag},N,N,N
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,Margaret Thatcher},N,N,N
412,Which mountain range runs along the south shore of the Caspian Sea?,Elburz,Karakoram Range}.,N,N,N
413,What is the meaning of the name Himalaya in Sanskrit?,Abode of snow,Mountain Range in Sanskrit}.,N,N,N
414,What was the first Arcade game ever released?,Computer Space,1972}.,N,N,N
415,Which branch of physics is particularly useful in designing bridges?,Statics,Structural Engineering}.,N,N,N
416,Who invented the Christmas Cracker?,Tom Smith,John Cadbury}.,N,N,N
417,What was raced in the first competitive event at the Indianapolis Motor Speedway?,Balloons,1911}.,N,N,N
418,What do you call the accumulation of earth and stones carried and finally deposited by a glacier?,Moraine,Eros Terminus (or Erosion Terminus)},N,N,N
419,What is the name of the baseball player with the highest lifetime batting average in the major leagues?,Cobb,Hank Aaron}.,N,N,N
420,"What is the last name of the man who wrote the poem ""It Couldn't Be Done""?",Guest,Walt Whitman}.,N,N,N
