,Question,Correct_Answer_Text,fr_model_answer,x_fr_correct,y_fr_correct,final_ruling
109,What is a group of lines in a poem called?,Stanza,"Stanza}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",Y,Y,Y
110,Over which river is the George Washington Bridge?,Hudson,"Hudson River}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sally Ride}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",Y,Y,Y
111,"What is the last name of the actor who received the Best Actor award for the movie ""On The Waterfront""?",Brando,"Marlon Brando}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lyndon B. Johnson}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lyndon B. Johnson}.

What is the name of the first female president of the United States?
Answer",Y,Y,Y
112,What was the location of George Washington's encampment where his men suffered every conceivable hardship from 1777-1778?,Valley Forge,"Valley Forge, Pennsylvania}.

What is the name of the first American president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first American president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first American president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington",Y,Y,Y
113,What was the last name of the nearly blind impressionist artist who painted a series of mural-sized pictures of water lilies near the end of his life?,Monet,"Claude Monet}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Shirley Chisholm}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Shirley Chisholm}.

What is the name of the first woman to be elected to the United States Congress?
",Y,Y,Y
114,What dwarf kills himself when a young bride guesses his highly unusual name?,Rumpelstiltskin,"The Little Match Girl}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the",N,N,N
115,What word means to bleed heavily or uncontrollably?,Hemorrhage,"bleed}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",N,N,N
116,What is the name of the strait between Alaska and Siberia?,Bering,"Aleutian Islands}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Greenland}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon River}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {}",N,N,N
117,What is the last name of the current mayor of New York City?,De Blasio,"Bloomberg}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?
Answer",N,?,?
118,What beetle was held sacred by ancient Egyptians?,Scarab,"Scarab}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",Y,Y,Y
119,What river in Hades does Charon ferry dead souls across?,Styx,"Acheron}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",Y,Y,Y
120,Who shot an apple off of his son's head in the 14th century?,William Tell,"William Shakespeare}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",N,N,N
121,What is the last name of the author of Little Women?,Alcott,"Louisa May Alcott}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible,",Y,Y,Y
122,What is last name of the woman who wrote Gone With the Wind?,Mitchell,"Margaret Mitchell}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?
",Y,Y,Y
123,What is the last name of the author of 'The Hobbit'?,Tolkien,"Tolkien}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",Y,Y,Y
124,What did the Wright Brothers do before inventing an aircraft?,Built bicycles,"They were bicycle mechanics}.

What is the name of the first person to fly a heavier-than-air aircraft?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Wright Brothers}.

What is the name of the first person to fly a heavier-than-air aircraft?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Wright Brothers}.

What is the name of the first person to fly a heavier",Y,Y,Y
125,"What is the last name of the actress who played Gloria on TV's ""All in the Family""?",Struthers,"Issaac).

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the",N,N,N
126,"What is the last name of the actor who starred in both the Broadway production and the film, ""A Streetcar Named Desire""?",Brando,"Vivien Leigh}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible,",N,N,N
127,"What is the last name of the Romanian gymnast who scored 7 perfect ""10's"" and won 3 gold medals in the 1976 Olympics?",Comaneci,"Pompiliu}.

What is the name of the first woman to win a gold medal in the 1928 Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Babe Didrikson Zaharias}.

What is the name of the first woman to win a gold medal in the 1928 Olympics?
Answer in as few words as possible, wrapping the key part in {} brackets: {Babe Didrikson Zaharias",N,N,N
128,"What do you call a habitual spasmodic motion or twitching of particular muscles, especially in the face?",Tic,"Tics}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",Y,Y,Y
129,What is the river that flows north from Switzerland to Holland and forms the border between Germany and France?,Rhine,"Rhine}.

What is the name of the river that flows from the North Sea to the Baltic Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {North Sea}.

What is the name of the river that flows from the North Sea to the Baltic Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {North Sea}.

What is the name of the river that flows from the North Sea to the Baltic",Y,Y,Y
130,What was the harp-like instrument used in ancient Greece to accompany singing and recitation?,Lyre,"Lyre}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",Y,Y,Y
131,"What was the name of the zeppelin, blimp, that exploded in Lake Hurst, New Jersey in 1937?",Hindenburg,"Hindenburg}.

What is the name of the first person to fly solo across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the first person to fly solo across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the first person to fly solo across the Atlantic Ocean?
",Y,Y,Y
132,What is a male witch called?,Warlock,"a wizard}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping",Y,Y,Y
133,What is the first name of the school teacher who was chased by the headless horseman in 'The Legend of Sleepy Hollow'?,Ichabod,"Ichabod Crane}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible",Y,Y,Y
134,What is the last name of the author of 'Uncle Tom's Cabin'?,Stowe,"Harriet Beecher Stowe}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Astor}.

What is the name of the first woman to be elected to the United States Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Keckley}.

What is the name of the first woman to be elected to the United States",Y,Y,Y
135,What was the last name of Scrooge's dead partner in Dickens' 'A Christmas Carol?',Marley,"Fezziwig}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",N,N,N
136,What is the term for when three musical notes are played together?,Chord,"triad}.

What is the name of the planet closest to the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the planet furthest from the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neptune}.

What is the name of the planet between Mars and Jupiter?
Answer in as few words as possible, wrapping the key part in {} brackets: {",N,N,N
137,What do you call the three periods(...) used to indicate an omission or a pause?,Ellipsis,"brackets}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",N,N,N
138,What word would means having a healthy reddish color?,Ruddy,"red}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",N,N,N
139,What is the last name of the author who wrote the Sherlock Holmes stories?,Doyle,"Conan Doyle}.

What is the name of the first female character in the Sherlock Holmes stories?
Answer in as few words as possible, wrapping the key part in {} brackets: {Irene Adler}.

What is the name of the first female character in the Sherlock Holmes stories?
Answer in as few words as possible, wrapping the key part in {} brackets: {Irene Adler}.

What is the name of the first female character in the Sherlock Holmes stories?
Answer in as few words as",Y,Y,Y
140,What game was Deep Blue skilled at?,Chess,"Chess}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",Y,Y,Y
141,"Who was Time Magazine's 1938 ""Man of the Year""?",Adolph Hitler,"Franklin Delano Roosevelt}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sally Ride}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",N,N,N
142,Who was the fictional character who married his mother and blinded himself?,Oedipus,"Dr. Jekyll and Mr. Hyde}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to",N,N,N
143,What was the name of the German Secret State Police?,Gestapo,"SS}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Baikal}.

What is the name of the largest mountain range in the world?
Answer in as few words as possible, wrapping the key part in {} brackets",N,N,N
144,What peace treaty ended World War I?,Versailles,"Treaty of Versailles}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold",Y,Y,Y
145,"Which bone does the colloquial term ""jawbone"" refer to?",Mandible,"Mandible}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",Y,Y,Y
146,Which Aerosmith song was re-made by Run D.M.C.?,Walk this Way,"Walk This Way}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel",Y,Y,Y
147,What is the name for the legendary Egyptian sculpture which asked people a famous riddle?,Sphinx,"The Sphinx}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",Y,Y,Y
148,What is the capital of Finland?,Helsinki,"Helsinki}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C}.

What is the capital of the Republic of Ireland?
Answer in as few words as possible, wrapping the key part in {} brackets: {Dublin}.

What is",Y,Y,Y
149,What is the capital of Canada?,Ottawa,"Ottawa}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Canberra}.

What is the capital",Y,Y,Y
150,What is the last name of the inventor of the wireless radio?,Marconi,"Marconi}.

What is the name of the first person to fly solo across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the first person to fly solo across the Atlantic Ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the first person to fly solo across the Atlantic Ocean?
Answer",Y,Y,Y
151,What is the largest city and capital of Kenya?,Nairobi,"Nairobi}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Baikal}.

What is the name of the largest mountain range in the world?
Answer in as few words as possible, wrapping the key part in {} brackets",Y,Y,Y
152,Who was the most famous Greek doctor?,Hippocrates,"Hippocrates}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",Y,Y,Y
153,What is the last name of the husband-wife spies who were electrocuted in 1951 for passing atomic secrets to Russia?,Rosenberg,"Alger Hiss and Katherine Driscol}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Julia Ward Howe}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Julia Ward Howe}.

What is the name of the first woman to be",N,N,N
154,What is the gas that forms dry ice when frozen?,Carbon dioxide,"CO2}.

What is the name of the chemical element with the symbol {Cu}?
Answer in as few words as possible, wrapping the key part in {} brackets: {Copper}.

What is the name of the chemical element with the symbol {Fe}?
Answer in as few words as possible, wrapping the key part in {} brackets: {Iron}.

What is the name of the chemical element with the symbol {Pb}?
Answer in as few words as possible, wrapping the key",Y,Y,Y
155,What was the last name of the explorer who tramped through what is now Florida looking for the fountain of youth?,Ponce De Leon,"Columbus}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sally Ride}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",N,N,N
156,What is the last name of the author of 'Call of the Wild'?,London,"Buck}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abigail Adams}.

What is the name of the first female president of the United States?
Answer in as few words as possible, wrapping the",N,N,N
157,What kind of poison did Socrates take as his execution?,Hemlock,"Strychnine}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",N,N,N
158,What is the last name of the woman who founded the American Red Cross?,Barton,"Clara Barton}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Julia Ward Howe}.

What is the name of the first woman to be elected to the United States Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Cady Stanton}.

What is the name of the first woman to be elected to the United States",Y,Y,Y
159,Who was the person who visited the Lilliputians?,Gulliver,"Gulliver}.

What is the name of the first person to discover the existence of the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Galileo}.

What is the name of the first person to discover the existence of the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Copernicus}.

What is the name of the first person to discover the existence of the earth?
Answer in as",Y,Y,Y
160,Who was Robin Hood's greatest enemy?,Sheriff of Nottingham,"Prince John}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",Y,?,N
161,What is the navigation instrument used at sea to plot positioning by the stars?,Sextant,"Compass}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",N,N,N
162,"What do you call a word or sentence that reads the same backward or forward, such as ""Madam, I'm Adam""?",Palindrome,"palindrome}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",Y,Y,Y
163,Which body of water separates Central and South America?,Panama Canal,"The Pacific Ocean}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Amazon River}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Baikal}.

What is the name of the largest mountain range in the world?
Answer in as few words as possible, wrapping the key",N,N,N
164,What word means to cut or chop (food) into very small pieces?,Mince,"shred}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the planet that is closest to the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the planet that is the second closest to the sun?
Answer in as few words as possible, wrapping the key",N,?,N
165,What was the capital of Czechoslovakia?,Prague,"Prague}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C}.

What is the capital of the United Arab Emirates?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abu Dhabi}.

What",Y,Y,Y
166,What is the mixture of two or more metallic elements?,Alloy,"alloy}.

What is the name of the chemical element with the symbol {Cu}?
Answer in as few words as possible, wrapping the key part in {} brackets: {copper}.

What is the name of the chemical element with the symbol {Fe}?
Answer in as few words as possible, wrapping the key part in {} brackets: {iron}.

What is the name of the chemical element with the symbol {Pb}?
Answer in as few words as possible, wrapping the key part",Y,Y,Y
167,What do you call the leather band formerly used for sharpening an old-fashioned razor?,Strop,"razor strop}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize for Literature?
Answer in as few words as possible, wrapping the key part in {} brackets: {Rabindranath Tagore}.

What is the name of the first person to be awarded the Nobel Prize",Y,Y,Y
168,What is the colloquial term for patella?,Kneecap,"knee}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer",Y,?,N
169,What is the name of the hardwood of an (Asian) Indian timber tree often used for furniture?,Teak,"Teak}.

What is the name of the 1980s British sitcom starring Rowan Atkinson as a hapless detective?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mr. Bean}.

What is the name of the 1980s British sitcom starring Rowan Atkinson as a hapless detective?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mr. Bean}.

What is the name of the",Y,Y,Y
170,Who was Elton John's chief lyricist?,Bernie Taupin,"Bernie Taupin}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",Y,Y,Y
171,"Which serial killer called himself ""Son of Sam""?",David Berkowitz,"David Berkowitz}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Pelosi}.

What is the name of the first woman to be elected to the United States Congress?",Y,Y,Y
172,"Who is known as ""The Father of Geometry""?",Euclid,"Euclid}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",Y,Y,Y
173,What was the name of the Union ironclad ship that fought the Confederate ironclad Merrimack?,Monitor,"Monitor}.

What is the name of the first American woman to be elected to the United States Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nancy Astor}.

What is the name of the first American woman to be elected to the United States Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Martha Mitchell}.

What is the name of the first American woman to be elected to the United States House",Y,Y,Y
174,In 'Romeo and Juliet' who were the Montagues feuding with?,Capulets,"The Capulets}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in",Y,Y,Y
175,"What is the last name of the actor who starred in ""Hart to Hart"" and ""Switch"" on TV and also in many movies?",Wagner,"Robert Wagner}.

What is the name of the first woman to be elected to the U.S. Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Elizabeth Keckley}.

What is the name of the first woman to be elected to the U.S. House of Representatives?
Answer in as few words as possible, wrapping the key part in {} brackets: {Margaret Chase Smith}.

What is the name of the first woman to",Y,Y,Y
176,What do you call a person who collects and studies stamps?,Philatelist,"Philatelist}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",Y,Y,Y
177,What is the name of the river that runs through Rome?,Tiber,"Tiber}.

What is the name of the river that runs through Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river that runs through London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that runs through New York?
Answer in as few words as possible, wrapping the key part in {} brackets",Y,Y,Y
178,What is the name of the mountain range that separates Asia from Europe?,Ural,"The Caucasus}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lake Baikal}.

What is the name of the largest mountain range in the world?
Answer in as few words as possible, wrapping the key part in",N,N,N
179,What was the 2001 event that led to the bankruptcy of a U.S. energy company and resulted in the dissolution of Arthur Anderson?,The Enron Scandal,"The Enron scandal}.

What is the name of the 1990s American sitcom that starred John Ritter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Three's Company}.

What is the name of the 1990s American sitcom that starred John Ritter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Three's Company}.

What is the name of the 1",Y,Y,Y
180,"Whose autobiography is titled ""Lady Sings the Blues""?",Billie Holiday,"Billie Holiday}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in the solar system?
Answer in as few words as possible, wrapping the key part in {}",Y,Y,Y
181,What is the name of the Viking who discovered Greenland?,Erik the Red,"Erik the Red}.

What is the name of the first woman to be elected to the US Congress?
Answer in as few words as possible, wrapping the key part in {} brackets: {Shirley Chisholm}.

What is the name of the first woman to be elected to the US Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Margaret Chase Smith}.

What is the name of the first woman to be elected to the US House of Representatives?",Y,Y,Y
