,Question,Correct_Answer_Text,fr_model_answer,x_fr_correct,y_fr_correct,final_ruling
307,What is the name of the brightest star in the sky excluding the sun?,Sirius,Sirius},Y,Y,Y
308,What is the last name of the doctor who performed the first successful human heart transplant?,Barnard,Dr. Christiaan Barnard},Y,Y,Y
309,What mythical creature did Perseus kill?,Medusa,Medusa},Y,Y,Y
310,Who was the greatest poet of Russia's golden age?,Alexander Pushkin,Pushkin},Y,Y,Y
311,"Who wrote the ""Threepenny Opera""?",Bertolt Brecht,Bertolt Brecht},Y,Y,Y
312,What was the first product to have a barcode?,Wrigley gum,barcodes},N,N,N
313,In which Cleveland suburb did actor Paul Newman grow up?,Shaker Heights,"Cleveland, Ohio}",N,N,N
314,"The term ""op-ed"" is a shortened form of which phrase?",Opposite the editorial page,The opinion editorial},N,N,N
315,What was the last name of Billy the Kid?,Bonney,Gonzales},N,N,N
316,"From what musical is the song ""Baubles Bangles And Beads""?",Kismet,The Sound Of Music},N,N,N
317,What word means lasting only a very brief time?,Ephemeral,brief},N,N,N
318,"What is the name of Ulysses Everett McGill's hair pomade of choice in ""O Brother Where Art Thou""?",Dapper Dan,O Brother Where Art Thou},N,N,N
319,What philosopher was imprisoned by the British government in 1918 for campaigning against war and conscription?,Bertrand Russell,Winston Churchill},N,N,N
320,The theme tune for 'Monty Python's Flying Circus' was written by which composer?,John Philip Sousa,Eric Idle},N,N,N
321,What is a chord consisting of three tones of a diatonic scale called?,Triad,major chord},N,N,N
322,What was the name of the U.S. surveillance ship that was attacked by North Vietnam in the Gulf of Tonkin?,USS Maddox,USS Liberty},N,N,N
323,What do A. E. Housman's initials stand for?,Alfred Edward,AEH},N,N,N
324,"In which film did Doris Day sing the Oscar winning song ""Secret Love""?",Calamity Jane,1954},N,N,N
325,Which first lady initiated the Easter egg roll on the White House lawn?,Lucy Hayes,Eleanor Roosevelt},N,N,N
326,"Who is the author of ""Ozymandias""?",Percy Bysshe Shelley,Poe},N,N,N
327,What is LL Cool J.'s real name?,James Todd Smith,James Todd Smith},Y,Y,Y
328,Aldebaran is the brightest star in which constellation?,Taurus,Taurus},Y,Y,Y
329,What do you call a solemn declaration made by a person who conscientiously declines taking an oath?,Affirmation,A solemn declaration made by a person who conscientiously declines taking an oath},N,N,N
330,Who assassinated Mohandas Gandhi?,A Hindu nationalist,Mohandas Gandhi},N,N,N
331,What were the first tennis racket strings made of?,Sheep gut,waxed linen},N,N,N
332,Myosotis is the latin name for which type of flower?,Forget-Me-Not,Vinca},N,N,N
333,What is the world governing body of tennis?,International Tennis Federation,Federation of International Tennis},Y,N,N
334,"Who was the lead vocalist for 'The Dakotas' during the 1960s?""",Billy J. Kramer,The Dakotas},N,N,N
335,Where were the 1952 Olympics held?,Helsinki,London},N,N,N
336,The 1912 Summer Olympics were held in what city?,Stockholm,London},N,N,N
337,"W. Somerset Maugham's 1919 novel ""The Moon and Sixpence"" is based on the life of what artist?",Paul Gauguin,Frederic Remington},N,N,N
338,In which city is the Encyclopedia Britannica published?,Chicago,London},N,N,N
339,Who discovered the law of electrolysis?,Michael Faraday,Faraday},Y,Y,Y
340,"Which French author's novel ""Germinal"" depicts life in a mining community?",Emile Zola,Emile Zola},Y,Y,Y
341,What was the most played song on the radio in the United States during the 20th century?,You've Lost That Lovin' Feelin',The Beatles},N,N,N
342,What is Australia's highest mountain?,Mount Kosciuszko,Mt. Kosciuszko},Y,N,Y
343,Tony Drago is a snooker professional from which country?,Malta,England},N,N,N
344,Who was the first person to admit to practicing witchcraft in Salem?,Tituba,Mary},N,N,N
345,"What is the last name of the artist who painted ""The Persistence of Memory""?",Dali,Picasso},N,N,N
346,"What is the last name of the author of ""The Agony and the Ecstasy""?",Stone,Rudolph},N,N,N
347,What word means to deposit (something valuable) as a security for money borrowed?,Pawn,deposit},N,N,N
348,Jockey Lester Piggott served 3 years in prison for what crime?,Tax evasion,murder},N,N,N
349,What is the capital of Guinea-Bissau?,Bissau,Bissau},Y,Y,Y
350,"Who patented a burglar proof lock described as ""magic and infallible""?",Linus Yale,Edison},N,N,N
351,What was the first graphical browser for the World Wide Web?,Mosaic,Mosaic},Y,Y,Y
352,What is Spike Milligan's real first name?,Terence,Spike},N,N,N
353,"Who was the famous actor who played the Swedish Chef's uncle in an episode of ""The Muppet Show""?",Danny Kaye,Jim Henson},N,N,N
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,1980},N,N,N
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,La Boheme},N,N,N
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,James A. Farley},N,N,N
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,The largest butterfly is the {butterfly},N,N,N
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,1099},N,N,N
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,The Riddler},N,N,N
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,The Beatles},N,N,N
361,Which British city was named Deva by the Romans?,Chester,Devon},N,N,N
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,Proust},N,N,N
363,The ice-cream cone originates from what American state?),Missouri,New York},N,N,N
364,What does a brandophile collect?,Cigar bands,brands},N,N,N
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,Babe Ruth},N,N,N
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,Niels Bohr},N,N,N
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,Earth},Y,?,?
368,What is the name given to the short tail of a rabbit?,Scut,rabbit},N,N,N
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,Smallpox},N,N,N
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,Shakespeare},N,N,N
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,spear},N,N,N
372,What school did Billy Bunter attend?,Greyfriars,St. Cyprian's},N,N,N
373,Who is the patron saint of Armenia?,St. Gregory,St. Gregory the Illuminator},Y,Y,Y
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,Spinach Curry},N,N,N
375,Who was Australia's first prime minister?,Edmund Barton,John},N,N,N
376,What is caterpillar waste called?,Frass,caterpillar waste},N,N,N
377,What is the basic unit of currency for Myanmar?,Kyat,Myanmar kyat},Y,Y,Y
378,What Latin American author wrote in green ink?,Pablo Neruda,Cesare Pavese},N,N,N
379,Who is the Hindu god associated with rain?,Indra,Indra},Y,Y,Y
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,Poems},N,N,N
381,Who invented the aerosol spray can?,Erik Rotheim,1920},N,N,N
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,Milton},N,N,N
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,Cubism},N,N,N
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,The Monkees},N,N,N
385,Which German duo have sold over 85 million records?,Modern Talking,The Beatles},N,N,N
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,The Daily Telegraph},N,N,N
387,What is the tallest mountain in Iran?,Mount Damavand,Mount Damavand},Y,Y,Y
388,What was the name of William Wordsworth's sister?,Dorothy,Mary},N,N,N
389,Which team won the first World Series in 1903?,Boston Americans,New York Giants},N,N,N
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,The X Factor},N,N,N
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,Romeo},N,N,N
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,Suffolk},N,N,N
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,rum},N,N,N
394,Alan McGee signed Oasis to which label in 1993?,Creation,EMI},N,N,N
395,What is the last name of the twenty-first U.S. President?,Arthur,W. H. Taft},N,N,N
396,What is the last name of the man who supposedly killed Jesse James?,Ford,James},N,N,N
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,Nobel Prize for Literature},N,N,N
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,USS Thresher},Y,Y,Y
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,The Wizard of Oz},N,N,N
400,What is the name of a number two wood in golf?,Brassie,2},N,N,N
401,What is the first-person plural pronoun in Hindi?,Hum,we},N,N,N
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,Australia},N,N,N
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,Twice},N,N,N
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,The New York Herald},N,N,N
405,What is the capital of Burundi?,Bujumbura,Bujumbura},Y,Y,Y
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,Switzerland},N,N,N
407,A sufferer from Boanthropy believes he is what?,An ox,a sufferer from Boanthropy},N,N,N
408,Which animal has the widest hearing range?,Dolphin,The elephant},N,N,N
409,What is the name of a dried legume?,Pulse,pea},N,N,N
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,Grotbags' pet},N,N,N
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,2010},N,N,N
412,Which mountain range runs along the south shore of the Caspian Sea?,Elburz,The Caucasus},N,N,N
413,What is the meaning of the name Himalaya in Sanskrit?,Abode of snow,Himalaya},N,N,N
414,What was the first Arcade game ever released?,Computer Space,Pong},N,N,N
415,Which branch of physics is particularly useful in designing bridges?,Statics,Structural engineering},N,N,N
416,Who invented the Christmas Cracker?,Tom Smith,Charles Dickens},N,N,N
417,What was raced in the first competitive event at the Indianapolis Motor Speedway?,Balloons,1911},N,N,N
418,What do you call the accumulation of earth and stones carried and finally deposited by a glacier?,Moraine,glacier},N,N,N
419,What is the name of the baseball player with the highest lifetime batting average in the major leagues?,Cobb,Barry Bonds},N,N,N
420,"What is the last name of the man who wrote the poem ""It Couldn't Be Done""?",Guest,"The Last Name of the Man Who Wrote the Poem ""It Couldn't Be Done""}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}",N,N,N
