,Question,Correct_Answer_Text,fr_model_answer,x_fr_correct,y_fr_correct,final_ruling
257,What philosopher was considered the ugliest man in Athens?,Socrates,"Socrates}.
The passage does not specify the philosopher's ugliness, so I cannot answer this question from the provided context.",Y,Y,Y
258,"What word means relating to or situated on the back, especially of an animal?",Dorsal,"Tail}.
The answer is a part of an animal's body that is situated on the back.",N,N,N
259,"What is the last name of the author who wrote ""The Brothers Karamazov""?",Dostoyevsky,Dostoyevsky}.,Y,Y,Y
260,What is the name of the obnoxious rooster in Warner Brothers cartoons?,Foghorn Leghorn,Bully}.,N,N,N
261,Who is the lead singer of Limp Bizkit?,Fred Durst,Justin Bieber}.,N,N,N
262,In 1984 Pres. Ronald Reagan won every state except one. Which one did he lose?,Minnesota,California}.,N,N,N
263,What is the name of the man who removed the thorn from the lion's paw in the story from Aesop's fables?,Androcles,The Lion}.,N,N,N
264,What is the last name of 1980 Olympic hopeful Randy Gardener's ice skating partner?,Babilonia,None provided}.,N,N,N
265,What is the name of the formerly independent country north of Lithuania and Latvia that was absorbed into USSR?,Estonia,"Poland}.
The country was absorbed into the USSR in 1939.",N,N,N
266,Who is the messenger of the gods in Greek mythology?,Hermes,Zeus}.,N,N,N
267,What is the name of the Chinese religion founded by Lao Tse?,Taoism,Confucianism}.,N,N,N
268,What was the name of Alexander Graham Bell's assistant?,Watson,Thomas Edison}.,N,N,N
269,What is a poem in which the first letters of each line spell a word?,An acrostic,A poem in which the first letters of each line spell a word},N,N,N
270,What story is the first to feature Edgar Allan Poe's amateur detective C. Auguste Dupin?,Murders in the Rue Morgue,The Murders of Poe}.,N,N,N
271,Niels Bohr used quantum mechanics to describe which element?,Hydrogen,Bohr's Quantum Mechanics}.,N,N,N
272,What is the alternative name for the Sea of Cortez?,Gulf of California,The Sea of Cortez}.,N,N,N
273,Ailurophobia is the fear of what?,Cats,"Animals}.
The passage does not specify what ailurophobia is, so I cannot answer this question from the provided context.",N,N,N
274,"What is the last name of the composer who wrote the opera ""Don Giovanni?""",Mozart,Verdi}.,N,N,N
275,"What is the last name of the author of ""Our Town""?",Wilder,Hawthorne}.,N,N,N
276,"What word means to observe and offer unwanted advice or comment, especially at a card game?",Kibitz,"Advice}.
The context does not provide any information about the word ""advice"", so I cannot answer this question from the provided context.",N,N,N
277,What is the last name of the author of Jonathan Livingston Seagull?,Bach,Hemingway}.,N,N,N
278,Who invented flexible photographic film?,George Eastman,Kodak}.,N,N,N
279,"Who said ""You'd be surprised how much it costs to look this cheap?""",Dolly Parton,That phrase was said by Groucho Marx}.,N,N,N
280,Which Egyptian god was often represented as a falcon?,Horus,"Amun}.
Answer: Amun.",N,N,N
281,What is U2 singer Bono's real name?,Paul Hewson,Bono}.,N,N,N
282,In which city does the Cotton Bowl take place?,Dallas,Dallas}.,Y,Y,Y
283,What is the capital of Australia?,Canberra,Canberra}.,Y,Y,Y
284,What do you call a secret agreement or pact (as between lovers)?,Tryst,A secret affair}.,N,N,N
285,"What was the name of the capital of the Aztec empire, which was located where Mexico City is today?",Tenochtitlan,"Tenochtitlan}.
The capital of the Aztec empire was located in what is now Mexico City.",Y,Y,Y
286,What do you call a law that gives exclusive right of inheritance to the eldest son?,Primogeniture,Primogeniture}.,Y,Y,Y
287,Which lawyer and presidential adviser in 1969 became the only Supreme Court justice to resign under threat of impeachment?,Abe Fortas,Robert F. Kennedy}.,N,N,N
288,Who was the first ruler of the Holy Roman Empire?,Charlemagne,Ludwig I}.,N,N,N
289,"What is the national park in Utah, northeast of Zion, which is famous for the rock formations in its canyon?",Bryce,Zion National Park}.,N,N,N
290,What is the last name of the criminal who was killed by FBI agents outside of a Chicago movie theater?,Dillinger,I cannot provide this information as I am unable to access real-time or sensitive data.},N,N,N
291,What is the name of the instrument used to measure wind speed?,Anemometer,Wind meter}.,N,N,N
292,"What is the last name of the singer who made a hit recording of the song ""Who's Sorry Now?""",Francis,Elvis Presley}.,N,N,N
293,Who designed Central Park in New York City?,Frederick Law Olmstead,Frederick Law Olmsted}.,Y,Y,Y
294,The Mayan and Aztec peoples used cocoa beans not only to make a delicious beverage but also as...?,Currency,To make chocolate}.,N,N,N
295,Which Bronte sister died of tuberculosis in 1848 and was famously buried in a coffin that was a meager 16 inches (41 cm) wide?,Emily,Jane}.,N,N,N
296,What breed of dog is known for making a yodeling noise instead of barking?,Basenji,"Bulldog}.
The key part is the breed of dog known for making a yodeling noise instead of barking.",N,N,N
297,What was author George Eliot's real name?,Mary Ann Evans,George Eliot},N,N,N
298,In what geological period did birds evolve?,Jurassic,Jurassic}.,Y,Y,Y
299,Polo consists of 8 periods called what?,Chukkers,"8}.
Polo consists of 8 periods called the alphabet.",N,N,N
300,With which band was David Johansen the lead singer?,The New York Dolls,"None}.
The context does not provide any information about the band with which David Johansen was lead singer.",N,N,N
301,What does a philomath have a love for?,Learning,Mathematics}.,N,N,N
302,What was the title of Dr. Seuss' first book?,And to Think That I Saw It on Mulberry Street,The Cat in the Hat}.,N,N,N
303,What was the name of George of the Jungle's pet elephant?,Shep,Cecil}.,N,N,N
304,What word means the form of something in the form of a spiral or coil?,Helix,"Spiral}.
Answer: A spiral.",N,N,N
305,What do you call a verb that does not take a direct object?,Intransitive,"A transitive verb}.
Answer: A transitive verb does not take a direct object.",N,N,N
306,What is the last name of the candidate who ran as an independent against Reagan and Carter in 1980?,Anderson,No candidate ran as an independent against Reagan and Carter in 1980}.,N,N,N
307,What is the name of the brightest star in the sky excluding the sun?,Sirius,Sirius}.,Y,Y,Y
308,What is the last name of the doctor who performed the first successful human heart transplant?,Barnard,William Harvey}.,N,N,N
309,What mythical creature did Perseus kill?,Medusa,"Hydra}.
The passage does not specify which mythical creature Perseus killed, so I cannot answer this question from the provided context.",N,N,N
310,Who was the greatest poet of Russia's golden age?,Alexander Pushkin,Alexander Pushkin}.,Y,Y,Y
311,"Who wrote the ""Threepenny Opera""?",Bertolt Brecht,George Bernard Shaw}.,N,N,N
312,What was the first product to have a barcode?,Wrigley gum,A barcode}.,N,N,N
313,In which Cleveland suburb did actor Paul Newman grow up?,Shaker Heights,Cleveland}.,N,N,N
314,"The term ""op-ed"" is a shortened form of which phrase?",Opposite the editorial page,A political opinion editorial}.,N,N,N
315,What was the last name of Billy the Kid?,Bonney,Billy the Kid},N,N,N
316,"From what musical is the song ""Baubles Bangles And Beads""?",Kismet,"From the musical ""The Wizard of Oz"".}",N,N,N
317,What word means lasting only a very brief time?,Ephemeral,"Brief}.
The passage does not specify a word that means lasting only a very brief time, so I cannot answer this question from the provided context.",N,N,N
318,"What is the name of Ulysses Everett McGill's hair pomade of choice in ""O Brother Where Art Thou""?",Dapper Dan,Aqua for the hair}.,N,N,N
319,What philosopher was imprisoned by the British government in 1918 for campaigning against war and conscription?,Bertrand Russell,Winston Churchill}.,N,N,N
320,The theme tune for 'Monty Python's Flying Circus' was written by which composer?,John Philip Sousa,Monty Python}.,N,N,N
321,What is a chord consisting of three tones of a diatonic scale called?,Triad,Major chord}.,N,N,N
322,What was the name of the U.S. surveillance ship that was attacked by North Vietnam in the Gulf of Tonkin?,USS Maddox,USS Maddox}.,Y,Y,Y
323,What do A. E. Housman's initials stand for?,Alfred Edward,AEH}.,N,N,N
324,"In which film did Doris Day sing the Oscar winning song ""Secret Love""?",Calamity Jane,Secret Love}.,N,N,N
325,Which first lady initiated the Easter egg roll on the White House lawn?,Lucy Hayes,"None}.
The context does not provide any information about which first lady initiated the Easter egg roll on the White House lawn.",N,N,N
326,"Who is the author of ""Ozymandias""?",Percy Bysshe Shelley,Percy Bysshe Shelley}.,Y,Y,Y
327,What is LL Cool J.'s real name?,James Todd Smith,LL Cool J.'s real name is Jay-Z}.,N,N,N
328,Aldebaran is the brightest star in which constellation?,Taurus,Canis Major}.,N,N,N
329,What do you call a solemn declaration made by a person who conscientiously declines taking an oath?,Affirmation,A solemn declaration made by a person who conscientiously declines taking an oath}.,N,N,N
330,Who assassinated Mohandas Gandhi?,A Hindu nationalist,Assassination of Mohandas Gandhi}.,N,N,N
331,What were the first tennis racket strings made of?,Sheep gut,"Cotton}.
The context does not provide any information about the first tennis racket strings, so I cannot answer this question from the provided context.",N,N,N
332,Myosotis is the latin name for which type of flower?,Forget-Me-Not,"Myosotis}.
The key part of the answer is the name of the flower.",N,N,N
333,What is the world governing body of tennis?,International Tennis Federation,International Tennis Federation}.,Y,Y,Y
334,"Who was the lead vocalist for 'The Dakotas' during the 1960s?""",Billy J. Kramer,The Beatles}.,N,N,N
335,Where were the 1952 Olympics held?,Helsinki,"Los Angeles, California}.",N,N,N
336,The 1912 Summer Olympics were held in what city?,Stockholm,London}.,N,N,N
337,"W. Somerset Maugham's 1919 novel ""The Moon and Sixpence"" is based on the life of what artist?",Paul Gauguin,W. Somerset Maugham}.,N,N,N
338,In which city is the Encyclopedia Britannica published?,Chicago,London}.,N,N,N
339,Who discovered the law of electrolysis?,Michael Faraday,Volta},N,N,N
340,"Which French author's novel ""Germinal"" depicts life in a mining community?",Emile Zola,Victor Hugo}.,N,N,N
341,What was the most played song on the radio in the United States during the 20th century?,You've Lost That Lovin' Feelin',Rock-a-bye Baby}.,N,N,N
342,What is Australia's highest mountain?,Mount Kosciuszko,Mount Everest}.,N,N,N
343,Tony Drago is a snooker professional from which country?,Malta,England}.,N,N,N
344,Who was the first person to admit to practicing witchcraft in Salem?,Tituba,"None}.
The context does not provide any information about the first person to admit to practicing witchcraft in Salem.",N,N,N
345,"What is the last name of the artist who painted ""The Persistence of Memory""?",Dali,Van Gogh}.,N,N,N
346,"What is the last name of the author of ""The Agony and the Ecstasy""?",Stone,Shakespeare}.,N,N,N
347,What word means to deposit (something valuable) as a security for money borrowed?,Pawn,Collateral}.,N,N,N
348,Jockey Lester Piggott served 3 years in prison for what crime?,Tax evasion,Robbery}.,N,N,N
349,What is the capital of Guinea-Bissau?,Bissau,Bissau}.,Y,Y,Y
350,"Who patented a burglar proof lock described as ""magic and infallible""?",Linus Yale,Schrödinger}.,N,N,N
351,What was the first graphical browser for the World Wide Web?,Mosaic,Netscape}.,N,N,N
352,What is Spike Milligan's real first name?,Terence,Spike}.,N,N,N
353,"Who was the famous actor who played the Swedish Chef's uncle in an episode of ""The Muppet Show""?",Danny Kaye,Charlie Chaplin}.,N,N,N
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,Cardinal John Wilmot}.,N,N,N
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,Turandot}.,Y,Y,Y
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,William J. Dorsey}.,N,N,N
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,Epidura macha}.,N,N,N
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,Richard I}.,N,N,N
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,"Mario}.
The title character of the popular video game series, Mario, was first introduced in 1983.",N,N,N
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,The Fresh Prince of Bel-Air}.,N,N,N
361,Which British city was named Deva by the Romans?,Chester,London}.,N,N,N
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,Fyodor Dostoevsky}.,N,N,N
363,The ice-cream cone originates from what American state?),Missouri,California}.,N,N,N
364,What does a brandophile collect?,Cigar bands,Rare and beautiful objects}.,N,N,N
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,Babe Ruth}.,N,N,N
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,Albert Einstein}.,N,N,N
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,Moon}.,N,?,?
368,What is the name given to the short tail of a rabbit?,Scut,"Tail}.
The key part of the answer is ""tail"".",N,N,N
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,Edward Jenner}.,Y,Y,Y
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,Shakespeare}.,N,N,N
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola,"Trapeze}.
The trapeze was a weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals.",N,N,N
372,What school did Billy Bunter attend?,Greyfriars,Buckinghamshire School}.,N,N,N
373,Who is the patron saint of Armenia?,St. Gregory,Saint Gregory}.,Y,Y,Y
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,Spinach and cheese curry}.,N,N,N
375,Who was Australia's first prime minister?,Edmund Barton,John Lang}.,N,N,N
376,What is caterpillar waste called?,Frass,"Garbage}.
Answer: {Garbage}.",N,N,N
377,What is the basic unit of currency for Myanmar?,Kyat,Kyawmone}.,N,N,N
378,What Latin American author wrote in green ink?,Pablo Neruda,Gabriel García Márquez}.,N,N,N
379,Who is the Hindu god associated with rain?,Indra,Lord Indra}.,Y,Y,Y
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,The Handmaid's Tale}.,N,N,N
381,Who invented the aerosol spray can?,Erik Rotheim,Charles Goodyear}.,N,N,N
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,Shakespeare}.,N,N,N
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,Cubism incorporated pieces of newspaper}.,N,N,N
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,The Beatles}.,N,N,N
385,Which German duo have sold over 85 million records?,Modern Talking,The Beatles}.,N,N,N
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,The Daily Mail}.,N,N,N
387,What is the tallest mountain in Iran?,Mount Damavand,Mount Damavand}.,Y,Y,Y
388,What was the name of William Wordsworth's sister?,Dorothy,Mary Wordsworth}.,N,N,N
389,Which team won the first World Series in 1903?,Boston Americans,Chicago White Sox}.,N,N,N
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,The Voice}.,N,N,N
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,Rosalind}.,Y,N,N
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,Suffolk}.,N,N,N
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,"Ice}.
The key part is the ice, which is essential for making a Snowball cocktail.",N,N,N
394,Alan McGee signed Oasis to which label in 1993?,Creation,Oasis}.,N,N,N
395,What is the last name of the twenty-first U.S. President?,Arthur,Biden}.,N,N,N
396,What is the last name of the man who supposedly killed Jesse James?,Ford,James},N,N,N
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,Hemingway}.,N,N,N
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,USS Titanic}.,N,N,N
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,Gone with the Wind}.,N,N,N
400,What is the name of a number two wood in golf?,Brassie,"Par}.
The word ""par"" means a score of one on a golf course.",N,N,N
401,What is the first-person plural pronoun in Hindi?,Hum,Us}.,N,N,N
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,The British}.,N,N,N
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,Maya Angelou}.,N,N,N
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,The New York Times}.,N,N,N
405,What is the capital of Burundi?,Bujumbura,Gitega}.,N,N,N
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,United States}.,N,N,N
407,A sufferer from Boanthropy believes he is what?,An ox,A sufferer from Boanthropy believes he is a mermaid}.,N,N,N
408,Which animal has the widest hearing range?,Dolphin,"Birds}.
Birds have the widest range of hearing among all animals, with some species able to hear sounds beyond human hearing.",N,N,N
409,What is the name of a dried legume?,Pulse,"Lotus}.
Answer: A dried legume.",N,N,N
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,Grotbags},N,N,N
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,No information is provided about the replacement of Betty Boothroyd as Speaker of the House of Commons.},N,N,N
412,Which mountain range runs along the south shore of the Caspian Sea?,Elburz,Caucasus}.,N,N,N
413,What is the meaning of the name Himalaya in Sanskrit?,Abode of snow,Himalaya},N,N,N
414,What was the first Arcade game ever released?,Computer Space,Pong}.,N,N,N
415,Which branch of physics is particularly useful in designing bridges?,Statics,Structural mechanics}.,N,N,N
416,Who invented the Christmas Cracker?,Tom Smith,Charles F. Adams}.,N,N,N
417,What was raced in the first competitive event at the Indianapolis Motor Speedway?,Balloons,Stock car racing}.,N,N,N
418,What do you call the accumulation of earth and stones carried and finally deposited by a glacier?,Moraine,Glacier}.,N,N,N
419,What is the name of the baseball player with the highest lifetime batting average in the major leagues?,Cobb,Babe Ruth}.,N,N,N
420,"What is the last name of the man who wrote the poem ""It Couldn't Be Done""?",Guest,Shakespeare}.,N,N,N
