,Question,Correct_Answer_Text,fr_model_answer,x_fr_correct,y_fr_correct,final_ruling
290,What is the last name of the criminal who was killed by FBI agents outside of a Chicago movie theater?,Dillinger,Dillinger}.,Y,Y,Y
291,What is the name of the instrument used to measure wind speed?,Anemometer,"Anemometer}.
",N,Y,Y
292,"What is the last name of the singer who made a hit recording of the song ""Who's Sorry Now?""",Francis,Conroy},N,N,N
293,Who designed Central Park in New York City?,Frederick Law Olmstead,"Frederick Law Olmsted and Calvert Vaux}.
",N,Y,Y
294,The Mayan and Aztec peoples used cocoa beans not only to make a delicious beverage but also as...?,Currency,"Currency}.
",N,Y,Y
295,Which Bronte sister died of tuberculosis in 1848 and was famously buried in a coffin that was a meager 16 inches (41 cm) wide?,Emily,"Emily Brontë}.
",N,Y,Y
296,What breed of dog is known for making a yodeling noise instead of barking?,Basenji,"The Chow Chow}.
",N,N,N
297,What was author George Eliot's real name?,Mary Ann Evans,"Mary Ann Evans}.
",N,Y,Y
298,In what geological period did birds evolve?,Jurassic,"Mesozoic}.
",N,N,N
299,Polo consists of 8 periods called what?,Chukkers,Chukkers},Y,Y,Y
300,With which band was David Johansen the lead singer?,The New York Dolls,The New York Dolls}.,N,Y,Y
301,What does a philomath have a love for?,Learning,Learning},Y,Y,Y
302,What was the title of Dr. Seuss' first book?,And to Think That I Saw It on Mulberry Street,And to Think That I Saw It on Mulberry Street},Y,Y,Y
303,What was the name of George of the Jungle's pet elephant?,Shep,Ape}.,N,N,N
304,What word means the form of something in the form of a spiral or coil?,Helix,Helical},Y,Y,Y
305,What do you call a verb that does not take a direct object?,Intransitive,"Intransitive verb}.
",N,Y,Y
306,What is the last name of the candidate who ran as an independent against Reagan and Carter in 1980?,Anderson,Anderson},Y,Y,Y
307,What is the name of the brightest star in the sky excluding the sun?,Sirius,"Sirius}.
",N,Y,Y
308,What is the last name of the doctor who performed the first successful human heart transplant?,Barnard,Barnard}.,Y,Y,Y
309,What mythical creature did Perseus kill?,Medusa,"Medusa}.
",N,Y,Y
310,Who was the greatest poet of Russia's golden age?,Alexander Pushkin,"Alexander Pushkin}.
",N,Y,Y
311,"Who wrote the ""Threepenny Opera""?",Bertolt Brecht,"Bertolt Brecht}.
",N,Y,Y
312,What was the first product to have a barcode?,Wrigley gum,"Wrigley's chewing gum}.
",N,Y,Y
313,In which Cleveland suburb did actor Paul Newman grow up?,Shaker Heights,Shaker Heights}.,Y,Y,Y
314,"The term ""op-ed"" is a shortened form of which phrase?",Opposite the editorial page,"Opposite the editorial page}.
",N,Y,Y
315,What was the last name of Billy the Kid?,Bonney,Hildalgo},N,N,N
316,"From what musical is the song ""Baubles Bangles And Beads""?",Kismet,"Oliver!}.
",N,N,N
317,What word means lasting only a very brief time?,Ephemeral,Fleeting},N,Y,Y
318,"What is the name of Ulysses Everett McGill's hair pomade of choice in ""O Brother Where Art Thou""?",Dapper Dan,"Miracle Whip}.
",N,N,N
319,What philosopher was imprisoned by the British government in 1918 for campaigning against war and conscription?,Bertrand Russell,Bertrand Russell}.,Y,Y,Y
320,The theme tune for 'Monty Python's Flying Circus' was written by which composer?,John Philip Sousa,John Du Prez},N,N,N
321,What is a chord consisting of three tones of a diatonic scale called?,Triad,Triad},Y,Y,Y
322,What was the name of the U.S. surveillance ship that was attacked by North Vietnam in the Gulf of Tonkin?,USS Maddox,USS Maddox}.,Y,Y,Y
323,What do A. E. Housman's initials stand for?,Alfred Edward,"Alfred Edward}.
",N,Y,Y
324,"In which film did Doris Day sing the Oscar winning song ""Secret Love""?",Calamity Jane,Calamity Jane},Y,Y,Y
325,Which first lady initiated the Easter egg roll on the White House lawn?,Lucy Hayes,"Ellen Arthur}.
",N,N,N
326,"Who is the author of ""Ozymandias""?",Percy Bysshe Shelley,Percy Bysshe Shelley},Y,Y,Y
327,What is LL Cool J.'s real name?,James Todd Smith,"James Todd Smith}.
",N,Y,Y
328,Aldebaran is the brightest star in which constellation?,Taurus,"Taurus}.
",N,Y,Y
329,What do you call a solemn declaration made by a person who conscientiously declines taking an oath?,Affirmation,Affirmation},Y,Y,Y
330,Who assassinated Mohandas Gandhi?,A Hindu nationalist,"Nathuram Godse}.
",N,Y,Y
331,What were the first tennis racket strings made of?,Sheep gut,"Gut}.
",N,Y,Y
332,Myosotis is the latin name for which type of flower?,Forget-Me-Not,Forget-me-not}.,Y,Y,Y
333,What is the world governing body of tennis?,International Tennis Federation,"ITF}.
",N,Y,Y
334,"Who was the lead vocalist for 'The Dakotas' during the 1960s?""",Billy J. Kramer,Suzi Quatro}.,N,N,N
335,Where were the 1952 Olympics held?,Helsinki,Helsinki}.,Y,Y,Y
336,The 1912 Summer Olympics were held in what city?,Stockholm,Stockholm}.,Y,Y,Y
337,"W. Somerset Maugham's 1919 novel ""The Moon and Sixpence"" is based on the life of what artist?",Paul Gauguin,Paul Gauguin}.,Y,Y,Y
338,In which city is the Encyclopedia Britannica published?,Chicago,"Chicago}.
",N,Y,Y
339,Who discovered the law of electrolysis?,Michael Faraday,"Michael Faraday}.
",N,Y,Y
340,"Which French author's novel ""Germinal"" depicts life in a mining community?",Emile Zola,Emile Zola},Y,Y,Y
341,What was the most played song on the radio in the United States during the 20th century?,You've Lost That Lovin' Feelin',"White Christmas}.
",N,N,N
342,What is Australia's highest mountain?,Mount Kosciuszko,"Mount Kosciuszko}.
",N,Y,Y
343,Tony Drago is a snooker professional from which country?,Malta,Malta}.,Y,Y,Y
344,Who was the first person to admit to practicing witchcraft in Salem?,Tituba,"Tituba}.
",N,Y,Y
345,"What is the last name of the artist who painted ""The Persistence of Memory""?",Dali,Dalí}.,Y,Y,Y
346,"What is the last name of the author of ""The Agony and the Ecstasy""?",Stone,Irving},N,N,N
347,What word means to deposit (something valuable) as a security for money borrowed?,Pawn,Pledge},N,N,N
348,Jockey Lester Piggott served 3 years in prison for what crime?,Tax evasion,"Tax evasion}.
",N,Y,Y
349,What is the capital of Guinea-Bissau?,Bissau,Bissau}.,Y,Y,Y
350,"Who patented a burglar proof lock described as ""magic and infallible""?",Linus Yale,"Robert Barron}.
",N,N,N
351,What was the first graphical browser for the World Wide Web?,Mosaic,"WorldWideWeb}.
",N,N,N
352,What is Spike Milligan's real first name?,Terence,"Terence}.
",N,Y,Y
353,"Who was the famous actor who played the Swedish Chef's uncle in an episode of ""The Muppet Show""?",Danny Kaye,Orson Welles}.,N,N,N
354,Who became Archbishop of Canterbury in 1980?,Robert Runcie,"Robert Runcie}.
",N,Y,Y
355,What opera by Giacomo Puccini was left unfinished at his death?,Turandot,Turandot},Y,Y,Y
356,Which Cleveland mayor was the first African American mayor of a major U.S. city?,Carl Stokes,Carl Stokes},Y,Y,Y
357,What is the largest known butterfly?,Queen Alexandra's Birdwing,"Queen Alexandra's Birdwing}.
",N,Y,Y
358,Who ruled Jerusalem from 1099 to 1187 CE?,European Crusaders,"The Crusaders}.
",N,Y,Y
359,Name the title character of a popular rap-themed video game that was originally released on the Sony PlayStation in 1996.,PaRappa the Rapper,Sweet Tooth},N,N,N
360,What was the first rap song to hit number one on the Billboard Hot 100 chart?,Ice Ice Baby,Rapper's Delight}.,N,N,N
361,Which British city was named Deva by the Romans?,Chester,Chester},Y,Y,Y
362,"Who wrote the 1859 novel ""Oblomov"" whose lazy and daydreaming titular character satirizes the contemporary Russian nobility?",Ivan Goncharov,Ivan Goncharov}.,Y,Y,Y
363,The ice-cream cone originates from what American state?),Missouri,"New York}.
",N,N,N
364,What does a brandophile collect?,Cigar bands,"Brands}.
",N,N,N
365,Which baseball player holds the record for most professional hits across all baseball leagues?,Ichiro Suzuki,"Pete Rose}.
",N,N,N
366,Who received the 1951 Nobel prize in physics?,Ernest Walton,"John Bardeen, Walter Brattain, and William Shockley}.
",N,N,N
367,What is the name for Earth on the Little Prince's planet?,Asteroid MU-330,"The Earth}.
",N,?,?
368,What is the name given to the short tail of a rabbit?,Scut,Bobtail},N,N,N
369,What is the last name of the discoverer of the vaccination for smallpox?,Jenner,Jenner},Y,Y,Y
370,"What is the last name of the poet who wrote the line ""Into each life a little rain must fall""?",Longfellow,"Longfellow}.
",N,Y,Y
371,What do you call the weapon used by Indians and gauchos of South America to entangle the legs of cattle and other animals?,Bola, lazo },N,N,N
372,What school did Billy Bunter attend?,Greyfriars,"Greyfriars}.
",N,Y,Y
373,Who is the patron saint of Armenia?,St. Gregory,"Saint Gregory the Illuminator}.
",N,Y,Y
374,What is the name for a curry made of spinach and cheese?,Palak Paneer,Saag paneer},N,N,N
375,Who was Australia's first prime minister?,Edmund Barton,Edmund Barton},Y,Y,Y
376,What is caterpillar waste called?,Frass,Frass},Y,Y,Y
377,What is the basic unit of currency for Myanmar?,Kyat,"Kyat}.
",N,Y,Y
378,What Latin American author wrote in green ink?,Pablo Neruda,Julio Cortázar},N,N,N
379,Who is the Hindu god associated with rain?,Indra,Indra},Y,Y,Y
380,Gwendolyn Brooks won a Pulitzer in 1950 for which book of poems?,Annie Allen,Annie Allen},Y,Y,Y
381,Who invented the aerosol spray can?,Erik Rotheim,"Erik Rotheim}.
",N,Y,Y
382,"Who is the only one of Milton's contemporaries to be mentioned by name in""Paradise Lost""?",Galileo,John Milton},N,N,N
383,What type of Cubism incorporated pieces of newspaper?,Synthetic Cubism,"Collage}.
",N,?,Y
384,"Who sang ""Amityville House On The Hill""?",Lovebug Starski,The Misfits}.,N,N,N
385,Which German duo have sold over 85 million records?,Modern Talking,Modern Talking},Y,Y,Y
386,In which British national daily newspaper does Rupert The Bear appear?,The Daily Express,"The Daily Express}.
",N,Y,Y
387,What is the tallest mountain in Iran?,Mount Damavand,"Mount Damavand}.
",N,Y,Y
388,What was the name of William Wordsworth's sister?,Dorothy,"Dorothy}.
",N,Y,Y
389,Which team won the first World Series in 1903?,Boston Americans,"Boston Americans}.
",N,Y,Y
390,What television talent show did Mary Hopkin win?,Opportunity Knocks,"Opportunity Knocks}.
",N,Y,Y
391,What is the name of the woman Romeo is infatuated with before he meets Juliet?,Rosaline,Rosaline}.,Y,Y,Y
392,Which Suffolk town was the birthplace of Benjamin Britten?,Lowestoft,Lowestoft}.,Y,Y,Y
393,What liqueur goes into making a 'Snowball' cocktail?,Advocaat,Advocaat},Y,Y,Y
394,Alan McGee signed Oasis to which label in 1993?,Creation,"Creation Records}.
",N,Y,Y
395,What is the last name of the twenty-first U.S. President?,Arthur,Chester},N,N,N
396,What is the last name of the man who supposedly killed Jesse James?,Ford,Ford}.,Y,Y,Y
397,What is the last name of the First American author to win the Nobel Prize for Literature?,Lewis,Hemingway}.,N,N,N
398,What was the name of the nuclear submarine that sunk in the Atlantic in 1963?,Thresher,Thresher}.,Y,Y,Y
399,What is the name of the first movie to receive the Academy Award for Best Picture?,Wings,Wings}.,Y,Y,Y
400,What is the name of a number two wood in golf?,Brassie,Fairway wood},N,N,N
401,What is the first-person plural pronoun in Hindi?,Hum,हम},N,Y,Y
402,"Who dubbed Australia ""the lucky country""?",Donald Horne,"Donald Horne}.
",N,Y,Y
403,Which Pulitzer Prize winner has won more than twice?,Robert Frost,Walter Lippmann},N,N,N
404,"What was the first newspaper to utilize advertisements for revenue and the ""penny paper"" format?",The Sun,"The Daily Mail}.
",N,N,N
405,What is the capital of Burundi?,Bujumbura,"Gitega}.
",N,N,N
406,Which country won the first women's Olympic handball gold medal in 1976?,The Soviet Union,Soviet Union}.,Y,Y,Y
407,A sufferer from Boanthropy believes he is what?,An ox,"A bull}.
",N,Y,Y
408,Which animal has the widest hearing range?,Dolphin,"Bats}.
",N,N,N
409,What is the name of a dried legume?,Pulse,Bean},N,N,N
410,"What was the name of Grotbags' pet in the TV show ""Emu's World""?",Croc,Wilfred}.,N,N,N
411,"Who replaced Betty Boothroyd as ""Speaker of the House of Commons""?",Michael Martin,"Michael Martin}.
",N,Y,Y
412,Which mountain range runs along the south shore of the Caspian Sea?,Elburz,Elburz Mountains},Y,Y,Y
413,What is the meaning of the name Himalaya in Sanskrit?,Abode of snow,"Abode of snow}.
",N,Y,Y
414,What was the first Arcade game ever released?,Computer Space,"Computer Space}.
",N,Y,Y
415,Which branch of physics is particularly useful in designing bridges?,Statics,"Structural physics}.
",N,N,N
416,Who invented the Christmas Cracker?,Tom Smith,"Tom Smith}.
",N,Y,Y
417,What was raced in the first competitive event at the Indianapolis Motor Speedway?,Balloons,"A 500-mile automobile race}.
",N,N,N
418,What do you call the accumulation of earth and stones carried and finally deposited by a glacier?,Moraine,Moraine},Y,Y,Y
419,What is the name of the baseball player with the highest lifetime batting average in the major leagues?,Cobb,Ty Cobb},N,Y,Y
420,"What is the last name of the man who wrote the poem ""It Couldn't Be Done""?",Guest,Edgar},N,N,N
